name,type,lat,lon
École Communautaire de Bakaribougou,school,12.6543033,-7.9721517
INASA,school,12.6681763,-7.9387037
Lycée technique le savoir,school,12.6691502,-7.942015
Lycée Coumba Sané,school,12.6698446,-7.9438019
BOFONDE CISSE,school,15.1393043,-8.4716165
FATAFING,school,13.3706,-10.2338667
Unnamed School,school,13.6874074,-10.5329649
École fondamentale Mercoya,school,13.9215383,-8.1961587
École Para Medical des 4 O,school,12.65326,-7.97575
Unnamed School,school,12.653485,-7.96875
Les Flambeaux,kindergarten,13.4096569,-6.3149419
Jardin D'enfants Assitan Coulibaly,kindergarten,13.4234903,-6.2453803
Ecole Privée Walia,kindergarten,13.4240208,-6.2810819
Unnamed School,kindergarten,13.4364559,-6.2549128
Baby paradi creche jardin d'enfant,kindergarten,12.6320689,-7.9153884
Maternité de Kassela,kindergarten,12.5914866,-7.6711154
IGLAM,college,13.4278731,-6.2714352
CERFITex de Ségou,college,13.4298099,-6.3079307
Décanat FAMA,college,13.4260849,-6.3023212
Blocs Masters,college,13.4253992,-6.3028114
AGIR_SUP,college,13.4199742,-6.2161294
Technolab ISTA,college,13.4160478,-6.2804031
Nadjim,college,12.6321698,-7.9366039
CEFIB,college,12.6509523,-7.9743876
Université Bazo,university,12.6525381,-8.0274063
Bleuets jardin d'enfants,school,12.665967,-7.9358115
Jardin d'enfants communautaire,school,12.6643963,-7.9457765
Ahmed Sékou Touré,school,12.6830635,-7.9340301
Ibrahim Baba Kaké,school,12.6507664,-7.9883933
Renaissance,school,12.6751814,-7.9367032
Privée Dian Mallé,school,12.6855021,-7.9409051
Lycée Mina Diarra,school,12.6803036,-7.9420881
Institut de formation Malado Traoré,school,12.6799049,-7.9423885
Jardin d'enfant Imam Sékou Traoré,school,12.6779413,-7.93893
Imam Sékou Traoré,school,12.6774864,-7.9390149
Centre Kankou Moussa premier cycle,school,12.6776638,-7.9395418
Centre Kankou Moussa Second cycle,school,12.6776981,-7.9396214
Franco Arabe Al Houda,school,12.6075317,-7.9825417
Unnamed School,school,12.6109873,-7.9814453
École Privée Deby Coulibaly,school,12.6123788,-7.9582717
Ecole privée SINIGNESIGUI,school,12.6193743,-7.9506623
Avenir Bamba (1er - 2ième ),school,12.6216741,-7.9628788
École Polytechnique de Santé,school,12.6098933,-7.957961
Magnambougou Projet A,school,12.6112013,-7.9540467
Groupe Scolaire Magnambougou Projet A,school,12.6110699,-7.9538831
TECHNO LAB,school,12.5902324,-7.9924348
Communautaire ADama Camara,school,12.5945659,-7.9905545
SABALIBOUGOU A,school,12.59342,-7.99393
Complexe scolaire Debougou Gnéry,school,12.5935819,-7.9580801
ECOLE LE DJENNE,school,12.5904776,-7.943567
École Privée Les Merveilles,school,12.6039988,-7.9253312
École privée la référence,school,12.6011146,-7.9237679
Complexe scolaire salimata,school,12.600982,-7.925729
École Privée Les Fourmis,school,12.6107557,-7.9681548
La Pomme Magique,school,12.6111498,-7.9659233
Unnamed School,school,12.6100576,-7.9664743
Lycee Gandiamory keita,school,12.612336,-7.9663714
Unnamed School,school,12.6124962,-7.9674115
École de Santé,school,12.6127787,-7.9681566
Complexe Scolaire Donya,school,12.6165232,-7.9638403
LPDM 1er& 2Cycle /DJORNE De Magnambougou,school,12.6146129,-7.9624422
Ecole Fondamentale Privée le Songhoï,school,12.6200308,-7.965854
Ecole Pratique de Gestion et Lycée Privée Badminton Sissoko,school,12.6057854,-7.9748545
Lycée La Chaîne Grise,school,12.6042627,-7.9718903
MICHEL ALLAIRE [1er C],school,12.6043357,-7.9757494
Unnamed School,school,12.6533311,-7.9277851
Ecole de Business Bilingue,school,12.6547362,-7.9321025
Privée Maïga,school,12.6701269,-7.9604135
École koumi,school,13.5184889,-7.96224
RACHAD [2ème C],school,12.6823833,-7.9631667
Maiga,school,12.6701267,-7.9604133
Alima Dembele,school,12.6848783,-7.9601784
TIESSAMANA KOME,school,14.3543458,-7.9677863
Denw Ba Djigui,school,12.596736,-7.947213
Lycée Lanterne,school,12.6021058,-7.9636827
Ecole coranique,school,12.5978648,-7.9783695
Lycée Agna Diakité,school,12.6191011,-7.9811612
Complexe Scolaire Saint Jean,school,12.6398204,-7.9781595
École sécondaire de Sangafara,school,14.0873666,-11.6720669
Ecole de Santé/Lycée Géorge,school,13.0360899,-9.4671444
BAGNAGAFATA,school,12.8854333,-9.80015
Groupe Fondamental Plateau II,school,12.8728,-7.5352333
École privée Sankaranka,school,12.5962496,-7.9217677
École privée Téné la Grande Mére,school,12.5996083,-7.9170343
MAMADOU THIAM,school,12.669,-7.9383333
SAFINTARA,school,14.8666477,-7.9262764
Adame Bah Konaré,school,12.6720295,-7.9569122
DIELIBOUGOU F,school,12.6674219,-7.9413183
Ecole Moussa Diallo,school,13.0279454,-9.4582267
DIELIBOUGOU [2ème C] I,school,12.6672651,-7.9414987
DIELIBOUGOU B,school,12.6673058,-7.9412719
DIELIBOUGOU E,school,12.6671438,-7.9410468
Jardin d'enfants Sogoniko 1,school,12.6058883,-7.9661717
École de santé / ESFK,school,12.6094695,-7.9645012
École Étoile Polaire,school,12.6100147,-7.9633036
Néné Koné,school,12.6881371,-7.96875
Centre de Formation Les Reussis,school,12.6071145,-7.973043
Les Sissettes,kindergarten,12.6160515,-7.964897
Les Kadettes,kindergarten,12.616023,-7.9640016
Les petites étoiles,kindergarten,12.6172783,-7.9668409
École Maternelle Les Oursins,kindergarten,12.6079582,-7.9725523
Creche Maternelle Nfaly Sacko,kindergarten,12.6025944,-7.9166344
Jardin d'Enfant Thiam Théra,kindergarten,12.5970267,-7.9173664
Unnamed School,kindergarten,12.6084126,-7.9658281
"Jardin d'enfants""les pigeonneaux""& Ecole fondamentale/cheickné A.H.ALLAH",kindergarten,12.6127883,-7.9652851
Institut Zayed Des Sciences Économiques et Juridique de Bamako,college,12.6078415,-7.9874585
Laboratoire Hommes Peuplements et Environnements,college,12.6135601,-7.9899878
Centre de cours Preparatoire pour les Classes d'Examen (CPCE),college,12.6196602,-7.9610319
UNIGDD,college,12.6078702,-7.9760115
Groupe Scolaire FIDAMA et Jardin Aïcha,school,12.6042533,-8.0098517
Complexe Scolaire Trilingue Diaty Keïta,school,12.60445,-8.01072
Centre Galssine Mama,school,12.6042318,-8.0041084
Lycée Technique Sékou Aly Nadio,school,12.6042318,-8.004117
Groupes Scolaires les Étoiles,school,12.6040802,-8.0030212
Privée Manding,school,12.6048033,-8.0037833
Collège Aminata Dramane Traoré,school,12.6038866,-8.0018187
Les Impactes du Christ Sabalibougou,school,12.5975307,-8.0051776
Ecole Privée Complexe Mahamane Kantara,school,12.6193308,-8.0334302
Complexe scolaire et préscolaire,school,12.6244482,-8.0316693
Lycée Dagaba Sangaré,school,12.6063004,-8.0047636
Médersa Ben Khatabe,school,12.6057367,-8.0050883
école fondamentale de Torokorobougou,school,12.6074134,-8.0072981
Medersa,school,12.6076761,-8.0094612
Médersa Hassane Cissé,school,12.6083117,-8.0099831
CFTP,school,12.6060368,-8.0085054
Lycée Les Castors,school,12.6128168,-7.993031
École de la paix,school,12.6146803,-7.9926767
Centre d'analyse et de recherche de l'espace sahelo-saharien,school,12.6278288,-8.0190974
Ecole fondamentale M'bamakan Damba,school,12.6272,-8.02021
Ecole Fondamentale Capitaine Sylla,school,12.618973,-8.0227017
Mamady Sylla,school,12.619355,-8.0231817
Jardin d'enfants '' les papillons'' du camp para,school,12.6207843,-8.0245098
Ecole fondamentale Batenin Soucko,school,12.6155,-8.02467
Niomi,school,12.6552267,-8.0290717
Lycée Famolo coulibaly,school,13.5893798,-8.0425497
École CFTPK,school,13.5881953,-8.0414278
2nd cycle Kolokani,school,13.5850782,-8.0371976
Unnamed School,school,13.0715592,-8.0365806
Ecole agropastorale de Banambani,school,12.7963304,-8.0302874
Ecole public Bambougou,school,12.7940751,-8.0385026
École fondamentale Kolokani,school,13.5715075,-8.0353188
ALASSO,school,14.9250555,-8.0220849
TIENKOULOU,school,13.1448167,-7.8625833
KENEKOLO,school,13.1325333,-7.8888
Jardin d'enfants Massantola,school,13.4939297,-7.8019885
École safinèbougou,school,13.50018,-7.8948774
École Somabougou,school,13.4296671,-7.839152
DOSSOROLA,school,13.4384333,-7.7379833
Ecole Belenico,school,13.6418273,-7.8901412
KORONGA,school,15.3336471,-7.612061
Médersa,school,12.6716681,-7.9348536
DIELIBOUGOU A,school,12.6674262,-7.9408752
ecole de k,school,12.6601419,-7.9186294
Unnamed School,school,12.6511138,-7.9919403
Complèxe Scolaire Baara,school,12.6593999,-7.9882624
CFP MÉTALLIQUE,school,12.6580601,-7.9905021
École privée Bah N'gnélé Diarra,school,12.6935597,-7.9503368
Ecole Privée Bientôt (1er-2ième cycle),school,12.6210786,-7.9605481
Griupe Scolaire - Magnambougou B,school,12.6184893,-7.9573599
Ecole Privée le Songhoi,school,12.6205522,-7.9578137
Ecole Sonikara (3ième année),school,12.6202115,-7.9626529
Complexe Scolaire Les Ecureuils,school,12.6197608,-7.9644071
Lycée Cooperative Magnabougou (LCMAG),school,12.6194407,-7.9642431
École Koukia,school,12.6044476,-7.9530491
Safi,school,12.592165,-7.9907832
Ecole maternelle Les Angelots,school,12.6060657,-7.9993878
Ecole Privée Destin II,school,12.5970059,-7.9442156
Groupe Scolaire Siaman Bakayoko,school,12.5998833,-7.9433867
Lycée Biya,school,12.5921485,-7.952562
BOULOL TOUROUME,school,15.29835,-7.9865333
Lycée Technique de Bamako,school,12.6544656,-7.9973573
LYCEE FRANCAIS LIBERTE 2,school,12.6597244,-7.9975688
Ecole Publique de Darsalam,school,12.6546828,-8.0061123
E.C.I.CA,school,12.6548974,-7.9964587
Conservatoire des Arts et Métiers Multimédia,school,12.670866,-7.9983947
Complexe Scolaire Coumba Keita,school,12.65627,-8.0135728
École Privée Le Vivier,school,12.6321641,-7.9149256
École prive Zoumana Dembele,school,12.6297973,-7.9156373
Medersa de Doumba,school,13.1056757,-7.6120838
Diogo,school,12.8273477,-7.7925355
École,school,12.6498624,-7.9549686
Maternelles crèche jardin d'enfant,kindergarten,12.6217908,-8.0347075
Unnamed School,kindergarten,12.6151825,-7.9913065
Ecole& Jardin D'Enfants /Mamou Diallo,kindergarten,12.6109602,-7.9595931
Institut des Hautes Etudes Professionnelles,college,12.6100989,-8.0040317
Université Africaine Moderne,college,12.6236829,-8.0281127
École de Formation Sanitaire,college,12.5926197,-7.9512142
Institut National de Formation en Sciences de la Santé,college,12.6593359,-8.0127507
Faculte de Pharmacie,university,12.6704037,-7.9952282
Ecole priveBastan,university,12.6305132,-7.9156923
Ecole privée college horizon,school,12.6246824,-7.9857775
N'TJILLA SAGABALA,school,14.2471167,-7.9035
Institut Universitaire privée Talibi,school,12.6740284,-7.9168148
Lycée Talibi Sanogo,school,12.6733179,-7.9171066
Jardin d'enfants communautaire,school,12.6755167,-7.9232783
Groupe Fondamental Plateau II,school,12.7938167,-7.6721667
Medersa Cherifla,school,12.686091,-7.9627073
Lycee Badara Toure,school,12.6824809,-7.963523
Ecole fondamentale,school,12.6975542,-7.9608159
MIGNAN BAGAYOKO,school,12.68625,-7.9598667
Médersa franco arabe,school,12.6863337,-7.9665818
Groupe Fondamental Plateau II,school,12.9479833,-7.7037333
Collège Abdoul Karim Konaté,school,12.6285592,-8.0433266
Ecole Saint Kizito,school,12.6299443,-8.0407272
el Hadj Birama Traoré,school,12.6305638,-8.0409363
Ecole fondamentale,school,12.6307726,-8.0411348
Complexe Scolaire Dianguine Coulibaly,school,12.6321115,-8.0384617
Centre de Langues,school,12.6281523,-8.0357113
Unnamed School,school,12.6448202,-8.0239409
Ecole Maternelle (Kirikou),school,12.6386866,-8.03279
Lycée Hexagone ACI 2000 (CFIF),school,12.6351751,-8.0325141
Ecole fondamentale Ousmane Sidibé,school,12.6351,-8.03281
Lycée Elite,school,12.6331109,-8.033315
Ecole privée Mami-Bel 1er cycle,school,12.6328994,-8.0356289
Ecole privée Mami-Bel 2nd cycle,school,12.6324021,-8.0354714
Université MANDE BUKARI,school,12.6315782,-8.0328305
Lycée de filles (École d'Amitié Turco-Malienne),school,12.6395949,-8.0278744
Mariam Sidibé,school,12.6587033,-8.0405817
Ecole Privée N'Tji Traoré,school,12.6664632,-8.037938
Platon II,school,12.6568203,-8.0244637
Centre de formation des Collectivités territoriales,school,12.6836826,-8.0083912
Unnamed School,school,12.6411901,-7.9922418
Unnamed School,school,12.6464,-7.9865483
Jardin d'enfants la maison du Savoir,school,12.6463604,-7.9865198
Groupe Fondamental Plateau II,school,12.8762001,-7.5637431
Soleil levant,school,12.680458,-7.9675713
Maridié Diarra premier_second cycle,school,12.6798496,-7.9557981
Badenya kalanso Franco-Arabe,school,12.6783218,-7.9572215
Jardin d'enfants INA Salimata,school,12.6763582,-7.9634285
"Synergies Éducation Jardin d'enfants 1er cycle, lycée",school,12.6639814,-7.945715
DIELIBOUGOU [2ème C] IV,school,12.6668163,-7.9414612
LYCEE BILALY SISSOKO (LBS),school,12.6576983,-7.971875
Jardin communautaire,school,12.6610899,-7.9613466
Unnamed School,school,12.6620074,-7.9729961
Complexe Scolaire Talibi,school,12.6047856,-7.9247039
Jardin d'enfant du Monde,school,12.6084299,-7.9409566
Établissement scolaire Les Ecrivains,school,12.6428338,-8.0138736
Institut technique Don Bosco,school,12.643643,-7.9787183
Saint Kizito,kindergarten,12.6300753,-8.0405273
Maternelle Yusuf Sarica,kindergarten,12.6378461,-8.0275401
Unnamed School,kindergarten,12.6389211,-8.0265547
Best Of Kids,kindergarten,12.6631043,-7.9505329
Campus FAST,college,12.6167877,-7.9842603
Centre de Droit Bancaire et des affaires,college,12.6391902,-8.0314753
TechnoLAB - ISTA Annexe I,college,12.6381138,-8.0330354
Centre Tolonso,college,12.6677518,-7.969791
Unnamed School,school,12.6252563,-7.9884468
Lycée HOGON,school,12.620225,-7.9962168
Fondamentale les Martyrs,school,12.6199417,-7.9962182
Complexe Scolaire le Nid du Succès,school,12.6815147,-7.9255533
Centre formation coupe couture,school,12.7151705,-7.9706577
Groupe Fondamental Plateau II,school,12.8323803,-7.6074585
Tenezana,school,13.0168931,-7.9887679
école Mission de Kita Second cycle,school,13.0272673,-9.4877773
Groupe Scolaire BCG 2e cycle de kita,school,13.040229,-9.4861183
Groupe Scolaire Karamoko Sangaré,school,12.6458368,-8.0178013
Lycée Joseph Ki Zerbo,school,12.6177105,-8.0394163
Complexe Scolaire Giges LT Faudec,school,12.6173916,-8.0390387
Lycée Beydi Konandji,school,12.6202647,-8.0376159
Complexe Scolaire Mohamed V,school,12.6003666,-7.947145
Publique Banankabougou I,school,12.6030188,-7.9493184
Jardin d'enfants les jumeaux,school,12.6029835,-7.9458432
DAOUDABOUGOU ''A'',school,12.6036064,-7.9795522
Tiéba,school,12.605465,-7.9810183
Bahawa Christine Bagayogo,school,12.6031618,-7.9814982
Centre de Formation Cheick Modibo Diarra,school,12.6070165,-7.9712714
IFM (Institut de Formation des Maitres),school,11.3386655,-5.6645312
Ecole Fondamentale de Sakoro,school,11.5228136,-7.6129541
IMPB-CETI,school,11.4173142,-7.4968439
Ecole Fondamentale,school,11.4318471,-7.4892694
Unnamed School,school,11.3854094,-7.2511496
S AB Santao,school,16.762508,-2.999411
Ecole,school,16.7644684,-2.9918137
1er Cycle public,school,11.7504958,-5.9486066
MOHAMED ELMOUZER AG BAKO (BANCOMA),school,16.8081821,-2.0564206
HETEC,college,12.6224867,-7.9868806
Institut Islamique,college,12.6181906,-7.9904053
Société Internationale de Linguistique,college,12.6204171,-7.9986069
UIP ST,college,13.0400787,-9.4800646
ROSEY ABANTARA,college,12.6077998,-7.9461818
Institut Supérieur d'informatique et de Management,college,12.6228344,-8.0354926
Centre de Couture,university,13.0379648,-9.483078
Complexe Scolaire Baba Bathily,school,12.5802765,-8.0121346
Les Fontanelles,school,12.578723,-8.0107212
Ecole Privé,school,12.5914611,-7.9442446
Lycée Kinza Sidibe,school,12.639547,-8.0395434
Ecole Privée Mamadou & Bineta,school,12.6092794,-8.0527827
CFTQ Centre de Formation Technique,school,12.6503607,-7.9805495
Centre Sabil-Houda,school,12.5811882,-8.0074853
Centre Sabil-Houda,school,12.5813442,-8.0075652
Ecole des 1008 logts,school,12.579146,-7.9328676
Centre de Formation Technique Szcondaire,school,12.5889811,-7.9876694
Institut Africain de Formation en Santé et Environnement,school,12.6084741,-7.9750569
Les Savoir,school,12.5925512,-8.0305347
Complexe Scolaire les Savoirs,school,12.5925512,-8.0305347
École privée Bothie Samake,school,12.5817556,-7.9427957
Complexe Scolaire Boubacar Tigana,school,12.5608061,-8.0313013
École Étoile,school,12.5915835,-8.0277198
DAR HADIS de YOROBOUGOULA,school,10.9155833,-8.0028
Ecole privée Campola,school,12.5747333,-8.0301346
Groupe Scolaire,school,12.6437485,-8.0209617
Groupe Scolaire Maria Diarra,school,12.6445065,-8.0199537
Cours de Jeanne D'Arc,school,12.6468833,-7.9981983
SABALIBOUGOU III,school,12.59342,-7.99393
TATA [1er C],school,12.59141,-7.99831
École franco-arabe Siradjou et El Mounir la lumière de l'islam,school,12.562421,-8.0280375
Lycée Privé Amadou Hampathé Ba,school,12.5587057,-8.031318
École de Santé Keneya Sira,school,12.5458573,-8.0344799
Ecole prive franco-arabe,school,12.5361264,-8.036896
Samba Ramata,school,12.5367517,-8.0379317
École Privée Wassa Sangaré,school,12.5378864,-8.0378854
Samba Ramata 1er cycle,school,12.534901,-8.0382572
École privée la forge,school,12.5370168,-8.0263441
École Privée Boize Diarra,school,12.5980549,-7.926422
École privée Ba seydou Traoré,school,12.5963731,-7.9255132
Complexe scolaire Babemba,school,12.5970497,-7.9242732
Relais des Mamans,school,12.5920634,-7.9330038
SABALIBOUGOU B,school,12.59342,-7.99393
SABALIBOUGOU D,school,12.59342,-7.99393
KORIN,school,11.46905,-7.994
École Fondamentale Les Petits Biasson,school,12.5827787,-8.0034358
Groupe Scolaire Privé Aisse Ahmadou Sangare,school,12.5825958,-8.0051112
Groupe scolaire Tiemoko Donki Diarra,school,12.5800892,-8.0032816
Jardin d'enfants Iqraa,school,12.5819454,-8.0023966
Jardin d'enfants,school,12.5817003,-8.0015516
Complexe Scolaire Lanséni Sountoura,school,12.5768118,-8.0034218
Complexe Scolaire Bianso Dembele,school,12.5773895,-8.0052741
École Envol N'Dônysso,school,12.574262,-8.0062813
Groupe scolaire et Lycée Montesquier,school,12.5733581,-8.0041087
ECOLE SANTE PLUS,school,12.5775174,-8.0134824
Lycée Moderne de Kalaban,school,12.5766552,-7.9892986
LYCÉE MARLIDEM,school,12.5805146,-7.9879436
Ecole de Santé Kala Diata,school,12.5864759,-7.9967232
Ecole de Santé Felix Houphouet Boigny,school,12.5782017,-8.0001745
Ecole Excellence,school,12.5758702,-8.0003154
Lycée moderne Adiara,school,12.5826635,-7.9992552
Lycée Privée du SUD,school,12.5694317,-7.991875
Lycée Moderne Les Savants,school,12.5674841,-7.9898916
complexe scolaire hannata,school,12.5674146,-7.9899376
École Franco-Arabe,school,12.5714416,-7.9926089
Jardin d'Enfants Mah Bell,kindergarten,12.57825,-8.0073596
Jardin d'enfant,kindergarten,12.5788812,-7.9330439
Unnamed School,kindergarten,12.5723135,-7.9961854
Ecole de Santé Banan - Kokoun,college,12.58356,-8.02004
institut de formation,college,12.4896574,-8.0398048
CPI,college,12.5722482,-8.0353568
École Fondamentale Publique Issa Bocar Ballo,college,12.5555819,-8.0235228
Faculté de Droit Privé,university,12.6083191,-7.9897219
Fondamentale Réveil,school,12.5751219,-7.9776535
Fondamentale Dramane Doumbia,school,12.5795269,-7.9782219
Médersa,school,12.5793233,-7.97976
Groupe scolaire Faladiè socoro,school,12.5868306,-7.9667214
École privée Alikaou Blen 2nd cycle,school,12.5888033,-7.96079
JARDIN LES DE,school,12.59305,-7.9715289
Lycée Dramane Doumbia,school,12.5729132,-7.9791498
UFTI,school,12.5700089,-7.9810642
Complexe Scolaire Laïque,school,12.5686951,-7.9856339
Lycée privé SABABOU de Kalaban Coura,school,12.5716691,-7.9844651
Lycée Ba Rokia,school,12.572835,-7.9835849
KEMOGOLA[1er C],school,11.6555833,-7.9887833
SYENTOULA ECOM,school,11.6089214,-7.9855724
Ecole privée Kaarta,school,12.5325484,-7.9923926
École de Formation des infirmiers et TSSS,school,12.55021,-7.98754
Lycée privé case,school,12.5536697,-7.9932626
SOUWA AMADOU,school,12.5573034,-7.9927554
Jardin d'enfants ONG ACVF,school,12.561573,-7.9849081
COSMOS,school,12.5573788,-7.9828582
Jardin d'enfants les echos,school,12.5653514,-7.9848425
Les Échos,school,12.563418,-7.9846179
École Privée Ba Oumou Modibo,school,12.5652993,-7.9898083
Complexe Scolaire Foulani,school,12.563447,-7.9943438
Maflani,school,12.563447,-7.9943438
L'ecole juca kala,school,12.5866015,-7.972462
Faculté de Théologie et de Missiologie Évangélique du Sahel,school,12.587238,-7.9696402
Lycée Public de Niamakoro,school,12.5715133,-7.97512
Unnamed School,school,12.5775387,-8.0219789
Baara,school,12.5760269,-7.9607902
Groupe scolaire bouyagui diarra,school,12.5794115,-7.9718491
Medersa,school,12.4797817,-7.9867119
Ecole Publique de Missala,school,12.4841501,-7.9915747
Bakary Traoré,school,12.5097466,-7.9235816
Fondamentale Keïta,school,12.5749388,-7.9635167
Montesquieu,school,12.5733442,-8.0040155
Ecole Privée les 4S,school,12.5653105,-8.0054122
ecole prive simbo keita,school,12.5633523,-8.006351
La Rigueur,school,12.5635485,-8.0015933
Ecole Danayaso,school,12.5585525,-7.999384
Centre d'Etude de Formation en Informatique et Statistique CEFISTA,school,12.5481886,-7.9994695
Clémentine 2ème Cycle,school,12.5510733,-7.9998534
Lycée Privée Samou Bagayoko(LPSB),school,12.5530599,-8.0004562
Jardin d'enfants Clémentine Traoré,school,12.5510773,-8.0002743
Complexe scolaire Alou Koné,school,12.5440635,-8.0127215
École Tremplin,school,12.5390012,-8.0120909
Ecole publique Kabala-Est,school,12.5196458,-8.013311
Unnamed School,kindergarten,12.5570016,-7.9904254
Jardin d'enfants Seydou Togola,kindergarten,12.5192204,-7.9959266
Jardin d'enfants Sidy Sow,kindergarten,12.5165629,-7.9955391
Jardin d'enfant Aminata Coulibaly,kindergarten,12.5741028,-7.9974689
Starlette,kindergarten,12.5818132,-8.005873
Lycée Privée Brico,college,12.5578531,-7.980933
Centre de Formation Banana Samake,college,12.5688447,-8.0025282
Institut de Formation Proffessionnel Cheik Modibo Diarra,college,12.562292,-8.0009705
ECOLE ECOTEC,university,12.5720163,-7.9841193
École privée Alikaou Blen 1er cycle,school,12.589013,-7.9585752
Lycée du Progrès,school,12.5882351,-7.9571413
École Nour Kountié,school,12.5877292,-7.9544811
Lycée Excellence,school,12.5846953,-7.9553943
SOGOU,school,14.74,-3.007
Guru Anaye I&II,school,14.0608688,-3.0848285
College Transitoire Taodani,school,16.7516808,-2.9995801
Unnamed School,school,16.8407969,-2.5151268
DIEOURA,school,14.3026086,-9.8486102
MADINE BAMBARA,school,14.3217075,-9.7512836
MEDERSA AHLOU SOUNAT DIEOURA,school,14.299405,-9.8543696
MEDERSA DARCOURAN DIEOURA,school,14.3029425,-9.8538199
Hegire Tomboctou,college,16.755523,-3.0007338
Institue universitaire Ouagadou,school,12.6291098,-8.0342711
MEDERSA de DIAKALY,school,14.3152884,-9.8869552
Aisso II,school,16.7718552,-3.0111946
Second Cycle Allimame Ben Essayoute,school,16.7713052,-3.0108911
Ecole Mahamane Alassant Haidara Tombouctou,school,16.7739975,-3.0106308
DIEOURA,school,14.3033159,-9.8487807
GORY [1er C],school,15.1077,-10.7624833
LASSANA,school,13.9164333,-10.4891333
Médersa,school,14.6374468,-11.92403
DIGOKORY,school,14.6750771,-11.9989814
Médersa,school,14.5850158,-11.7917821
Médersa,school,14.6055167,-11.8614873
Ecole de Dialaka,school,14.6388023,-10.8131432
SAORANE [1er C],school,14.3232333,-10.8148
SAORANE [2ème C],school,14.3232333,-10.8148
Ecole,school,14.5762023,-11.6748351
DA-AWATOUL ISLAMIYIATOU:Kersignané/DI [2ème C],school,14.992001,-10.985188
SANSANKIDE [2ème C]YCLE,school,14.4248667,-9.9610833
DAKASSENOU [2ème C],school,14.293525,-12.0201923
Complexe Scolaire Dallaba Kayes,school,14.4343529,-11.4422634
Unnamed School,school,14.4307779,-11.4597164
Jardin d'enfants de Dianguirde,kindergarten,14.4947,-9.0136683
creche maternelle,kindergarten,14.4515405,-11.4635691
Creche,kindergarten,14.4337755,-11.4373041
Unnamed School,kindergarten,14.435018,-11.4336457
Unnamed School,kindergarten,14.4268511,-11.4372316
CHARACK,school,14.8879167,-11.1578333
SABIL FALLAH,school,14.88525,-11.2334833
FATOLA [2ème C],school,14.35825,-11.3121667
N'Dotan 1er Cycle,school,13.8668757,-8.1637813
Kondiobougou 1er cycle C,school,13.818702,-8.1543623
Ecole Torokorobougou,school,13.7938409,-8.2129076
KERSIGNANE - K [2ème C],school,15.3980296,-10.1659536
KAMICO,school,14.7789493,-9.1722675
Samantara,school,14.2508167,-8.3863667
Complexe Scolaire,school,14.4301977,-11.4575486
Ecole publique des 3 makana,school,14.635906,-11.9212561
Medersa,school,15.1328878,-10.7264328
Medersa,school,15.1234655,-10.7369819
DA-AWATOUL ISLAMIYIATOU:Kersignané/DI [1er C],school,14.991933,-10.9851887
Groupe Scolaire Legal Segou,school,14.4486059,-11.4413924
Yeleen Kayes,school,14.4475792,-11.438849
Sabil El Falah Fanga,school,15.0044167,-10.4142667
Centre de Formation Agro pastoral de Kayes,school,14.4462632,-11.4066928
Complexe scolaire la Diaspora,school,14.4621794,-11.4206423
Ecole privée Djitoumou et Lycée Privé Louis Pasteur,school,14.4336568,-11.4575306
Ecole Privée Aimée Cesair,school,14.4357491,-11.4566615
"Groupe Liberté I, II, III",school,14.4404675,-11.4400882
Ecole Catholique privée,school,14.4385807,-11.4385543
Medersa Abou Bakr Siddik,school,14.4323273,-11.4403961
Médersa,school,14.6042481,-11.843597
Médersa,school,14.5982459,-11.8070426
MEDERSA de SIMBY,school,14.90695,-9.6784167
Ecole de Lambatra,school,14.638693,-10.7014293
Ecole de Lambatra,school,14.637328,-10.7017913
AL DAYATOU ISLAMIYATOU SOUENA [1er C],school,15.1871167,-11.7841
SABIL EL HOUDA OUOLOGUELA ([1er C]),school,14.9206711,-10.8015836
OUOLOGUELA,school,14.9206651,-10.8015826
Ecole Franco-Arabe,school,14.4389349,-11.4580214
College Boubou Sow,school,14.4324189,-11.4338953
HIDAYATOU AL ISLAMIATOU:Kersignané/D II,school,14.9919667,-10.9851833
Complexe Scolaire Dallaba Kayes,school,14.4531999,-11.4429501
Ecole Prof/Boubou,school,14.431529,-11.4263945
medersa,school,14.842764,-10.7466947
DINGUIRA ALMAMIYA,school,14.1739833,-11.2388167
DAROUL COURAN ET HADITH:DIAKADROMOU [2ème C],school,15.0284783,-10.8927071
NOUROUL YAKINOU AMEDIKEOU,school,15.0721167,-10.9757667
Complexe scolaire Hawa Sakiliba,school,14.4268147,-11.4373013
Ecole Fanta Mballou,school,14.4279098,-11.4368631
KERSIGNANE-DIAFOUNOU [2ème C],school,14.9919492,-10.9851813
NOUR YAKINE : DOGOFIFIRI I ([2ème C]),school,15.0124909,-10.9416147
DAROUL COURAN ET HADITH:DIAKADROMOU [1er C],school,15.0284628,-10.8927084
INTEC,school,14.4422269,-11.4315556
SONIA ELLIAS_ Franco-Malienne,school,14.4520207,-11.455307
Unnamed School,kindergarten,12.594132,-8.0297767
Ecole fondamentale,school,14.4376801,-11.4353784
Ecole fondamentale de plateau second cycle,school,14.4377176,-11.4329167
Ecole Khasso II,school,14.4396753,-11.4212953
Baydi Kane,school,14.4364482,-11.4331307
ALTAQWA BANKASSI,school,14.92165,-10.7890333
GUIFFI,school,14.9120162,-10.8424634
