name,type,lat,lon
MOUNI,school,12.857,-4.3972
PEGUENA,school,12.6745997,-5.9131285
M'BIENINA,school,12.979166,-5.914166
MAMOU,school,12.9990765,-5.7908599
DENSO,school,13.247789,-5.14755
École Kouara,school,13.1082518,-4.6916435
LAKADJAN,school,12.9726333,-4.8602868
BOLOMA,school,12.7236196,-6.109403
FALO PC,school,12.9098472,-6.2387305
MANZONA,school,12.9612623,-6.1465525
BEMBOUGOU,school,12.67665,-5.9616167
École Singueye,school,13.3350732,-7.2782182
NANKOROLA,school,12.6632167,-5.74425
NTARLA STATION,school,12.6182667,-5.6903667
BLA [2ème C] I,school,12.9442913,-5.7610307
KAMONA PC,school,12.8740146,-5.7090317
AMA (AGENCE DES MUSULMANS D'AFRIQUE),school,13.3034525,-4.8893116
AMITIE II,school,13.2887018,-4.9058151
BABOU DIONI B [2ème C],school,13.3051752,-4.8933488
BABOU DIONI C [2ème C],school,13.3044362,-4.8930928
EL AN W. EL ISLAMIYA [1er C],school,13.3050341,-4.9043646
FANDJELA,school,12.6589167,-5.45575
KONIBA COULIBALY FONFONA,school,12.67435,-5.6056
KORO N'TOSSONI,school,12.6501,-5.5781333
Imam bakir,school,12.9489144,-5.7470616
MERDERS NGNIA,school,12.6466812,-5.5088107
KONDA,school,13.4491313,-4.623045
BAMBARA,school,13.416554,-4.1883995
HAMPONIKUY,school,13.0523032,-4.643414
KONKORONA,school,13.0158598,-4.5900871
École Kouma,school,13.0781556,-4.7226424
LENEKUY,school,13.0364466,-4.5482555
DAGA,school,13.3291814,-4.5196958
ECOM PORONE,school,13.317,-4.629
IDOIA de FIO,school,13.4054482,-4.7186238
KORO [1er C],school,13.37,-4.735
N'GABACORO DANSINE,school,13.2212333,-7.79135
École N'Gabakoro (Sirakorola),school,13.2584167,-7.4815
NGABAKORO KOYAN,school,13.1391667,-8.0481333
N'Galamadiby,school,13.4951782,-7.48279
N'GOLOBLEMBOUGOU,school,13.3596928,-7.8523345
École N'Golobougou (Tougouni),school,13.2549,-7.2671833
NGUENEYA,school,13.334,-8.0644167
NIARA,school,13.4081167,-7.9109833
NIOKHONA,school,13.2656333,-8.2344833
NONKON [1er C],school,13.2243785,-7.8593356
NONKON [2ème C],school,13.2244603,-7.8601439
NOSSOMBOUGOU [1er C] A,school,13.0992,-7.9383333
NOSSOMBOUGOU [1er C] C,school,13.0992,-7.9383333
NOSSOMBOUGOU [2ème C] A,school,13.0992,-7.9383333
NOSSOMBOUGOU [2ème C] B,school,13.0992,-7.9383333
NOSSOMBOUGOU B,school,13.0992,-7.9383333
N'Tiele,school,13.4026622,-7.42971
N'TIOBOUGOU,school,13.4782667,-8.0676
N'Tjibougou (Duguw.),school,13.3743753,-7.2215767
N'TJILLA,school,13.2537333,-8.0142833
N'TOBOUGOU,school,13.4139167,-6.9334
OUARABOUGOU,school,13.46795,-8.2727667
OUARALA,school,13.12975,-7.9985833
OUARALA [2ème C]YCLE,school,13.12975,-7.9985833
OUOLODIEDO [1er C],school,13.2897168,-7.952941
OUOLODIEDO [2ème C],school,13.2891895,-7.9528713
École fondamentale Ouolodo [1er C] B,school,13.1960175,-7.9350898
OURONGO,school,13.1103833,-7.16415
Groupe Fondamental Plateau II,school,12.8652833,-7.5569
Groupe Fondamental Plateau II,school,12.8652833,-7.5569
Groupe Fondamental Plateau II,school,12.8652833,-7.5569
Groupe Fondamental Plateau II,school,12.8652833,-7.5569
Groupe Fondamental Plateau II,school,12.8579167,-7.5640667
Groupe Fondamental Plateau II,school,12.8579167,-7.5640667
SANANDJE,school,13.1978833,-8.0209
SANANKORONI,school,13.4589,-7.8289333
École Seguela [1er C],school,13.3959701,-6.8915631
École Seguela [2ème C],school,13.3962269,-6.8911289
Groupe Fondamental Plateau II,school,12.9451,-7.5122
Sikouna,school,13.3028586,-7.5077664
SIMBA,school,12.8798667,-7.74345
SIMBA,school,12.8785833,-7.7485167
École Sinzani,school,13.1141634,-7.5548221
Sirabala,school,12.9226706,-7.8005619
École Siradjankoro,school,13.4823604,-6.8986933
Sirakolon,school,13.3911847,-7.26109
SIRAKORO,school,13.4025999,-7.9408118
École Sirakorobougou,school,13.3769833,-7.1409167
SIRAKOROLA-EST,school,13.2842462,-7.5632436
SIRAKOROLA-EST [2ème C],school,13.2844041,-7.5640952
SOMAMBOUGOU,school,13.4282167,-7.8412167
Sorentibougou,school,13.3253317,-7.40268
Groupe Fondamental Plateau II,school,12.84385,-7.5833667
Groupe Fondamental Plateau II,school,12.84385,-7.5833667
Groupe Fondamental Plateau II,school,12.84385,-7.5833667
Groupe Fondamental Plateau II,school,12.84385,-7.5833667
École Tama,school,13.234874,-7.6583666
École Tamato,school,13.155589,-7.047516
TIEMABOUGOU,school,13.3106,-8.2196833
TIENEGUEBOUGOU,school,13.2899645,-7.8336806
TIENFALA [2ème C] Gaoussou Dramane Fofana,school,12.732914,-7.7521805
TIENFALA [1er C] 'A' Gaoussou Dramane Fofana,school,12.7328703,-7.7521728
TIENFALA [1er C] 'B' Gaoussou Dramane Fofana,school,12.7328842,-7.7522186
École Tierikala,school,13.1388485,-7.1977861
TIETIGUILA,school,13.462,-7.90635
TIORIBOUGOU [1er C] B,school,13.3820529,-7.9921135
École Tioribougou [2ème C],school,13.3845534,-7.994806
TOUBA [1er C],school,13.4665384,-7.3792
TOUBA [1er C] A,school,13.4665384,-7.3792
TOUBA [2ème C],school,13.4665384,-7.3792
Tougouni,school,13.2215833,-7.2052833
Tougouni [2ème C],school,13.2206693,-7.2043828
Tougouni Medersa,school,13.2206652,-7.2036659
WEGNA,school,13.3159,-8.1008833
École Wognan,school,13.2347825,-7.3181743
École Wolokorodji,school,13.1443104,-7.4649458
Woula,school,13.124,-7.2797833
YEKETERE,school,13.4245,-8.1841833
BANA,school,12.69465,-5.79515
BARAMANA,school,12.7988333,-5.60455
BOUGOULA,school,12.6930333,-5.99725
DABOULO [1er C]ycle,school,12.7256333,-4.5016
DEBELA,school,12.7309333,-5.6681833
DEBELA [2ème C],school,12.7309333,-5.6681833
DEMPELA,school,12.6788667,-5.6656
DHE,school,12.6711,-4.76875
DINTIOLA,school,12.68775,-5.8156667
DOUBANIANA,school,12.6187333,-5.0277833
ECOM BAGADINA,school,12.6538833,-4.6626167
ECOM de NIASSO,school,12.6248607,-4.532544
EL BAKIROU TOGOBA,school,12.7420833,-6.0130333
EPR M'Pessoba,school,12.6655167,-5.71935
FONFONA [2ème C],school,12.67435,-5.6056
KINTIERI,school,12.7364164,-5.717785
KINTIERI [2ème C],school,12.7369711,-5.7177689
KOKOTANA,school,12.7054667,-5.1772667
MARENA,school,12.7243525,-4.5594273
MARENA [2ème C],school,12.7243448,-4.559218
MEDERSA BANA,school,12.69465,-5.79515
MEDERSA TOUL ZIWAZA PEGUENA,school,12.6742333,-5.91315
MEERSA BOUGOULA,school,12.6929836,-5.99725
MIENA [1er C],school,12.6308713,-5.9969875
MIENA [1er C],school,12.6307488,-5.9970341
MIENA [2ème C],school,12.6306406,-5.9971147
NGANIAN,school,12.6467858,-5.5085774
NGASSASSO,school,12.7116684,-5.3469048
NOUR ISLAM TIONSO,school,12.6285463,-5.6085221
NOUROUL HOUDA KINTIERY,school,12.7366833,-5.7178333
NOUROUL ISLAM MIENA,school,12.6307872,-5.9970345
NTJEKELA,school,12.6724833,-6.0548
PEGUENA [2ème C],school,12.6738774,-5.9129676
SABOUL ISALAM MIENA,school,12.6307122,-5.9970603
SIGUEMONA,school,12.6601667,-5.5831833
SONGUELA I,school,12.7347949,-5.6544584
TANA,school,12.6844,-4.5936167
TOGOBA,school,12.7420833,-6.0130333
WAKOUNGO ECOM,school,12.8903667,-4.5591333
YAFOLA,school,12.6537667,-5.8925833
ZANSONI [1er C],school,12.60895,-5.5703333
ZANTIERLA,school,12.7119333,-5.8945667
ZANZONI [1er C] 'B',school,12.60895,-5.5703333
FEROÏBE,school,13.4176601,-3.8075453
AL MADARASSATOU TIEMENA,school,12.9832553,-5.9453287
AL ZAHARIATOU KONTOLA,school,13.1055165,-5.9692265
AMITIE [2ème C],school,13.2887018,-4.9058151
AMITIE I,school,13.2887341,-4.905329
BABOU DIONI A [2ème C],school,13.3044362,-4.8930928
BABOU DIONI EXTENSION,school,13.3051752,-4.8933488
BABOU DIONI I,school,13.3044362,-4.8930928
BABOU DIONI II,school,13.3044362,-4.8930928
BABOU DIONI III,school,13.3051752,-4.8933488
BABOU DIONI IV,school,13.3051752,-4.8933488
BABOU DIONI V,school,13.303639,-4.8925745
Banakoro,school,13.1420799,-4.5673217
BANCOUMANA,school,12.836751,-5.7715103
BANKOUMA,school,13.0764461,-4.35264
École Ban-Markala,school,13.0974161,-5.5390872
BARI,school,12.9938562,-5.6789923
BATCHIRIKUY,school,13.1495342,-4.5035764
BAYASSO,school,13.1818645,-4.7038987
BEGUENE PC,school,12.8105583,-5.8558284
École Beh,school,13.145501,-5.4942564
BEKO,school,12.9049396,-4.3468399
BELENITIEGNI,school,13.3793941,-4.9171086
BENENA [2ème C],school,13.1168654,-4.3650925
BENENA École privée,school,13.1168798,-4.3650898
BLA [1er C] I PC,school,12.9442913,-5.7610307
BLA [1er C] II PC,school,12.9442913,-5.7610307
BLA [2ème C] II,school,12.9442913,-5.7610307
BLA III PC,school,12.9442913,-5.7610307
BLA MARKEINA [2ème C] II,school,12.9527057,-5.7513125
BLA MARKEINA I,school,12.953002,-5.75127
BLA-MARKEÏNA [1er C] II PC,school,12.952757,-5.751335
BLA-MARKEÏNA [2ème C],school,12.951753,-5.751021
BLA-MARKEÏNA III PC,school,12.952973,-5.751382
BOISSONI,school,13.314,-4.6492
BOKUY - MANKOÏNA,school,12.8059098,-4.4512775
BOKUY-MANDIAKUY,school,12.9704156,-4.4652974
École Bora,school,13.088201,-4.740031
BOUMBORO,school,12.996,-4.4267
BOUNKORO,school,13.3966165,-4.4868878
BOUNTENISSO,school,13.3275323,-4.7377162
COLLEGE MAMAMOUDOU CISSE,school,12.9442913,-5.7610307
DABERA,school,13.04,-4.407
DACOUMANA,school,12.842079,-5.852749
DAKOUMANI,school,12.9876627,-5.7077983
DALILU [1er C],school,13.2947437,-4.897259
DALILU [2ème C],school,13.2943257,-4.8970364
DAMPERAKUY,school,13.1504532,-4.5983753
DAR EL HADIS NAMPASSO,school,13.0951881,-5.502581
École Dasso,school,13.1372395,-5.3720261
DEBENSO BAMBARA,school,12.9980028,-5.1811378
École Dianso,school,13.1425007,-5.4229478
DIARAKOUGO,school,12.805,-4.644
DIARAMANA I PC,school,12.8413241,-5.4066599
DIARANI,school,13.303,-4.4874
DIARRAKUY,school,13.158,-4.3473
DIEDALA [2ème C],school,12.990376,-5.6177835
DIEDALA PC,school,12.990376,-5.6177835
DIELI [2ème C],school,13.0587232,-5.1144543
DIELI-FONSO,school,13.057841,-5.113781
DIENA [2ème C],school,13.0369157,-6.0219828
DIENA PC,school,13.0367275,-6.0223905
DIEOU,school,13.2857351,-5.042956
DINGOSSO,school,13.0569301,-5.5493839
DIONASSO M'PESSO,school,12.9622661,-4.9381896
DITTARA,school,12.9853475,-4.5436491
DJEGUENA [1er C],school,13.1898657,-5.1053645
DJEGUENA [2ème C],school,13.1898657,-5.1053645
École Djina,school,13.1404722,-5.9068041
DLA,school,12.9826257,-5.8472651
DOBWO [1er C],school,13.1466427,-4.407839
DOBWO [2ème C] Pr.,school,13.1466179,-4.4078417
DOFEKUY,school,13.1732444,-4.6701629
DOROLA,school,13.426549,-4.7391526
DOSSOROSSO,school,12.8301506,-5.5672944
DOUGOUOLO [2ème C],school,12.9228596,-5.5663245
DOUGOUOLO II PC,school,12.9228596,-5.5663245
DOUGOUOLO PC,school,12.9228596,-5.5663245
DU DISTRICT de BLA,school,12.916388,-5.758333
DUI-COURA,school,12.917,-4.73
DUY,school,12.951,-4.5558
École communautaire de KANA,school,12.951758,-6.337428
ECOM de KORO,school,12.9261203,-4.2999258
ECOM DISTRICT de BLA,school,12.916388,-5.758333
EL AN W. EL ISLAMIYA [2ème C],school,13.3050341,-4.9043646
EL FIKER,school,13.3083058,-4.8882663
EL MANAR ISLAMIQUE [1er C],school,13.2989366,-4.9106366
EL MANAR ISLAMIQUE [2ème C],school,13.2989366,-4.9106366
FALO [2ème C],school,12.9098472,-6.2387305
FANA,school,13.0474115,-5.7924401
FANI [2ème C],school,13.1784711,-5.367489
FANI PC,school,13.1785764,-5.3678945
FIENGASSO NAMPABOUGOU,school,13.1590428,-4.989027
École Fion,school,13.3683171,-4.328845
GALAKAN,school,12.8802469,-5.970876
GOUALAN,school,12.9501544,-5.9204521
GOUAN,school,13.1066968,-5.6700028
GOUNTIESSO,school,12.6865217,-5.4888929
GUENESSO,school,13.1541521,-5.2380418
HANEKUY/TOMINIAN,school,13.2403542,-4.4949333
HENEKUY B,school,13.0843266,-4.4652676
IMAM MALIK FALO,school,12.9110296,-6.239862
INSTITUT ISLAMIQUE,school,12.9189929,-4.8982288
J. PROSPER KAMATE (NIAMBOUGOU),school,12.908635,-5.27709
KACIENSO,school,12.8509615,-5.3759926
KADIALA [1er C],school,12.804318,-5.7089514
KADIALA [2ème C],school,12.804318,-5.7089514
KAFFA - WERE,school,12.8585303,-4.7572183
KAMA,school,13.4228189,-5.0451836
KAMONA [2ème C],school,12.8740146,-5.7090317
KAMPOLOSSO MEDERSA,school,12.951735,-5.4620429
École Kana-Marka,school,13.3681532,-4.1849087
KANGO,school,12.62,-6.351
KANKOROKUY,school,13.1986002,-4.3567951
KANSENE [2ème C],school,13.3385081,-4.5807544
KAYE,school,12.9021501,-4.6648377
KAZANGASSO,school,13.0451664,-5.5685346
KAZANGASSO [2ème C],school,13.0435855,-5.567793
KENE,school,12.8316923,-4.5128263
KENESSO,school,12.8372426,-4.6477035
KERA,school,13.0416126,-4.4267784
KIENE,school,12.9773837,-6.2606302
KIMPARANA [2ème C]/I,school,12.8342273,-4.9270999
KIMPARANA [2ème C]/II,school,12.8342198,-4.9270979
KIMPARANA A,school,12.8415796,-4.9262681
KINOKUY,school,12.7798072,-4.570765
KIO,school,13.1786311,-4.4463144
KIRA,school,12.89,-4.23
KIRIBARA,school,13.3724059,-4.4538304
KOKASSO,school,12.7508776,-5.5063426
KOLA,school,13.1416902,-5.7347814
KOLA [2ème C],school,13.1416902,-5.7347814
KOLOMOSSO,school,12.8176995,-5.5019259
KOLONI,school,13.0751481,-5.9895908
École Kombori-Kouna,school,13.4001862,-4.1307028
KOMBRE,school,12.748755,-5.823241
KOMBRE [2ème C],school,12.748755,-5.823241
KOMIAN,school,13.0784462,-4.3212706
KOMINALO,school,12.981,-4.4252
KONA,school,12.8979487,-4.4469578
KONDALA,school,13.381975,-4.5349068
KONGUENA,school,13.4795984,-4.5187258
KONILO,school,13.0694453,-4.6462069
École Konilo Koura,school,13.0498137,-4.7184037
KONKUY,school,13.1733084,-4.5977906
KONOSSO PUBLIC,school,12.6580793,-5.0724918
KONTOLA,school,13.107424,-5.9671658
KONZAMBOUGOU,school,12.8469551,-5.9919552
KORO,school,13.3692818,-4.7341364
KORO [2ème C],school,13.37,-4.735
KORO EXTENSION,school,13.37,-4.735
École Kotiala,school,13.0276033,-5.5248159
KOULA [1er C],school,13.2461711,-4.2750952
KOULA [2ème C],school,13.2464474,-4.2740814
KOULASSO,school,13.124044,-5.7233075
KOUMAZANA,school,13.0669094,-5.7132211
KOUNA - MARKA,school,13.43964,-4.0362346
KOUROUBADOUGOU [2ème C],school,12.8018564,-5.0297643
KOUROUZA,school,12.992619,-4.6939549
KOYA,school,13.0421028,-4.3035209
École Lanfiala [2ème C],school,13.499469,-4.1467831
LEBEKUY,school,12.8261522,-4.2487716
LENEKUY [2ème C],school,13.0367183,-4.5480946
LOHAN,school,12.7743267,-4.5041663
LOROKUY,school,13.1468196,-4.6205028
MADARSATOU-ISLAMIA-DAKOUMANA,school,12.841258,-5.853577
MADOULO,school,12.754,-4.4419
MAFOUNE [1er C],school,12.7871882,-4.3628393
MANDIAKUY École privée [1er C],school,13.017039,-4.4647482
MANDIAKUY École privée [2ème C],school,13.0170652,-4.4647455
MANDIAKUY PUBLIC [1er C],school,13.0170201,-4.4647475
MANDIAKUY [2ème C] PUBLIC,school,13.0169953,-4.4647496
MANINA,school,13.1010082,-4.4438581
MANKOÏNA [1er C],school,12.8676562,-4.431268
MANKOÏNA [2ème C]YCLE,school,12.8676758,-4.431268
MARELA,school,12.9005667,-5.9992257
MAYORO,school,12.9281413,-4.6139044
M'BIENA,school,13.040833,-5.704166
MEDERSA BORA,school,13.4452449,-4.5610544
MEDERSA de GOUALAN,school,12.952459,-5.916613
MEDERSA de KANA,school,12.9108723,-6.2409157
MEDERSA de NIAMA,school,12.673316,-6.160155
MEDERSA de N'TOBA,school,13.170681,-5.300507
MEDERSA de SOKE,school,12.961275,-5.559301
MEDERSA de WASSASSO,school,13.0871153,-5.5465263
MEDERSA DIEBOUGOU,school,12.759586,-5.907859
MEDERSA KOLA,school,13.145277,-5.736666
MEDERSA KOUROUBADOUGOU DAAWA,school,12.8002202,-5.0342865
MEDERSA NAHAD KEMENI,school,12.966425,-5.546918
MEDERSA N'GONTIA,school,12.923882,-5.96028
MEDERSA RICHAD de SOMASSO,school,12.855984,-5.605388
MEDERSA SAMAKELE SOBALA,school,13.1207281,-5.0238312
MEDERSA TADIBOUL ISLAMIA de N'TOBA,school,13.170681,-5.300507
MEDERSA TALLO BOZO,school,13.27503,-5.332017
MEDERSA TASSONA,school,12.965191,-6.087935
MEDINE [1er C] I,school,13.296342,-4.8897716
MEDINE [1er C] II,school,13.296342,-4.8897716
MEDINE [2ème C],school,13.2964479,-4.88951
MEDINE École privée,school,13.2964479,-4.88951
MIN HADJ SALAM BANCOUMANA,school,12.83711,-5.7716
MINSO,school,13.2673673,-4.5349901
MISSALA,school,12.8200488,-6.1211829
MONSEIGNEUR JO PERROT TOUBA,school,12.857591,-4.538148
MOUGNANA,school,12.927909,-6.2917095
MOUGNINI,school,12.9776165,-4.3571196
Nabasso,school,13.421323,-5.2012494
NAGOUSSO,school,12.8192168,-4.7091436
NAHADIOUL HOUDA [1er C],school,13.058704,-5.109983
DOUGOUTIGUI TANGARA [2ème C],school,13.440386,-6.260126
OUOLON [2ème C],school,13.5,-4.86
OUOLON,school,13.5,-4.86
SIMASSO,school,13.1718979,-4.7946144
Yangasso [1er C] II [2ème C],school,13.0699876,-5.3229993
École Sounde,school,13.4817749,-4.2691471
PAMADOUGOU,school,13.3841173,-4.2257531
SIAMA,school,13.142461,-5.223912
TIEKELENSO,school,13.3019867,-4.9734375
SIALO M,school,12.98,-4.391
POURE,school,13.2,-4.987
NIAMANA PC,school,12.81,-6.041
SIANKORO,school,12.66,-6.354
FARAKO [1er C],school,13.409569,-6.385307
FARAKO [2ème C],school,13.409723,-6.385556
DIOLEN,school,12.9391304,-6.5624097
KOURALE [1er C],school,12.7468633,-6.4658566
DJELA,school,12.8022109,-6.4549977
KONOBOUGOU [2ème C] A,school,12.92,-6.757
École communautaire de NOUKOULA,school,12.9609007,-6.7919648
Ecole d'ATT Bougou,school,13.4169601,-6.2867686
École Diongoni,school,13.4752311,-5.5962548
École Kokoundje,school,13.3457005,-5.5935777
NIANGOUENA,school,13.409,-4.5134
B.BOUARE [1er C]/B,school,13.442601,-6.26653
NAHADIOUL HOUDA [2ème C],school,13.058704,-5.109983
NAMPASSO [2ème C],school,13.0977679,-5.4987797
NAMPASSO PC,school,13.0974616,-5.4990358
NAMPELABOUGOU,school,12.9466612,-5.9591865
N'DONGOSSO,school,13.4,-5.078
NEGUENA PC,school,13.07,-5.814
N'GOLOGOSSO,school,12.8456766,-4.8583325
N'GOLOKOUNA [1er C],school,12.85,-5.792
N'GOLOKOUNA [2ème C],school,12.85,-5.792
N'GONTIA,school,12.92,-5.96
NIALA [1er C],school,12.94,-5.857
NIALA [2ème C],school,12.94,-5.857
NIAMA,school,12.67,-6.16
NIAMANA [2ème C],school,12.81,-6.041
NINA,school,13.42,-4.65
NIONINA,school,12.98,-5.997
NIOSSIRA,school,13.16,-5.704
NOUMOUTIE KONATE (TENENI),school,13.339689,-4.8014631
NOUR DINN TENENI,school,13.3362329,-4.8015895
NOUROU ISLAMIA,school,13.4028921,-4.5833121
NOUROUL EL HOUDA [1er C],school,13.2863133,-4.8966427
NOUROUL EL HOUDA [2ème C],school,13.2863133,-4.8966427
N'TESSO [2ème C],school,12.95,-5.389
N'TOBA,school,13.17,-5.301
N'TOGOSSO BAMBARA,school,12.91,-5.151
N'TOLA,school,12.93,-6.262
PANANI,school,12.82,-4.27
École Parassindo,school,13.4141327,-4.2872834
PARIDARA,school,13.3724239,-4.8816202
PAROU,school,13.334027,-4.4252506
PBDR [1er C],school,13.2951764,-4.8973138
PBDR [2ème C],school,13.2951764,-4.8973138
PEGUENA,school,12.93458,-5.6414721
PERAKUY,school,12.92,-4.492
PETESSO,school,12.91,-5.603
PINGALA,school,12.7703558,-5.87397
PORONE,school,13.314972,-4.6299319
PRALO-SOKOURA,school,12.7745518,-4.6617094
SABIL ANADJA [1er C],school,13.30189,-4.8960908
SABIL ANADJA [2ème C],school,13.30189,-4.8960908
SABIL EL FALAH [1er C],school,13.3791275,-4.9183739
SABIL EL FALAH [2ème C],school,13.30189,-4.8960908
SABIL EL HOUDA,school,13.3121176,-4.8887528
SABIL IRCHAD DIARAMANA,school,12.848433,-5.409956
SABIL ISLAMIA de DIANSO,school,13.142436,-5.419782
SADINIAN [1er C],school,13.2509759,-4.511902
SADINIAN [2ème C],school,13.251,-4.5119
SAFIENSO,school,13.2393315,-4.4724478
SALLA,school,12.75,-6.331
SAMABOGO [1er C],school,12.8492825,-5.5001259
SAMABOGO [2ème C],school,12.8492825,-5.5001259
SAMAKELE BOGORO,school,13.1465355,-5.0200907
SAMAKELE SOBALA,school,13.1168388,-5.0224361
SAN ALMAMY [1er C],school,13.3106664,-4.8939975
SAN ALMAMY [2ème C],school,13.3106664,-4.8939975
SANGOUE,school,13.0903111,-5.9115577
SANGOULA,school,13.0693311,-5.5853443
SANSO,school,12.6563438,-5.4202468
SANTORO EXTENSION [1er C],school,13.2982265,-4.9008483
SANTORO EXTENSION [2ème C],school,13.2982265,-4.900849
SANTORO I,school,13.2982268,-4.9008493
SANTORO III,school,13.2982249,-4.9008493
SANTORO École privée [1er C],school,13.2982252,-4.9008483
SANTORO École privée [2ème C],school,13.2982265,-4.900849
SEOULASSO,school,13.2408222,-4.7033316
SIALO T,school,13.2,-4.484
SIBOUGOU,school,13.2761664,-4.9437913
SIENKOUN,school,13.4758642,-4.4144094
SIEN-MARKA,school,13.3931701,-4.4544093
SINENI,school,12.93,-6.168
SINZARA,school,13.1379111,-4.8679494
SIRA,school,12.76,-4.479
SIRABA,school,12.9745209,-4.7995644
SIRADIE,school,13.459602,-4.1873573
SOBOUA P. DIARRA I,school,13.288,-4.5933
SOBOUA P. DIARRA II,school,13.284,-4.5942
SOFOLOSSO,school,13.1151882,-5.3073303
SOKOLOKAN,school,13.4292998,-4.38227
SOKOURA B,school,13.1199005,-4.5441703
SOKOURA F,school,13.307276,-4.403939
SOLA,school,12.9537641,-6.2137832
SOMADOUGOU,school,13.4704002,-4.0700331
SOMASSO [2ème C],school,12.8624894,-5.6003121
SOMASSO BELICO,school,12.8627614,-5.6002638
SOMASSO BOGORO,school,12.8637132,-5.600178
SOMASSO MISSION,school,12.8628503,-5.6002423
SOMASSO PC,school,12.8626254,-5.6002799
École Sonina,school,13.3078762,-4.5204926
SOROFING,school,12.89,-5.692
SOUALO,school,12.9132701,-4.5503456
SOUARA [1er C],school,13.2033312,-4.602835
SOUBOULA SALAM KAMPOLOSSO,school,12.9489092,-5.4580272
SOUBOULA SALAM N'GOLOKOUNA,school,12.851247,-5.791053
SOUKOURENI,school,12.9753463,-4.2847611
SOUMBALA,school,13.1498018,-5.1398939
TAAOUNI [1er C],school,13.2955766,-4.8898412
TAAOUNI [2ème C],school,13.2955766,-4.8898412
TALA,school,13.0,-5.731
TALLO,school,13.2325713,-5.3274228
École Tana,school,13.3708548,-4.3723512
École de Nagala Wossa,school,12.0516333,-7.2783833
École de N'Tinkoni,school,12.0260118,-7.3362498
École Philippe Souquière de Fogoba,school,12.0419707,-7.440972
N'GOUNTJINA [2ème C],school,12.2979045,-5.48105
NGUEGUESSO I,school,12.2154667,-5.1196
NGUEGUESSO II,school,12.2154054,-5.092088
N'GUOLA,school,12.5810421,-6.1453934
NIAMANASSO,school,12.3392167,-5.6637167
NIAMPELA,school,12.4673833,-6.1139
NIANABOUGOU,school,12.45565,-5.732
NIESSOUMANA,school,12.5827833,-5.61115
NIESSOUMANA [1er C],school,12.28585,-4.60625
NIGUILA,school,12.4924667,-5.6536167
NINTABOUGORO,school,12.3252333,-5.3023833
NOUR ISLAMIQUE de KOSSOUROUNA,school,12.3570833,-6.0157833
École d'Ouasso,school,12.1408933,-4.7113463
OUDIOLA,school,12.4097167,-4.9729333
OUESSEREBOUGOU,school,12.3883167,-5.9670833
OULA [1er C],school,12.59285,-5.34165
OULA [2ème C],school,12.59285,-5.34165
OUOLOBOUGOU,school,12.4532413,-5.4902
OURIKELA [1er C] A,school,12.1111479,-5.0620259
OURIKELA [1er C] B,school,12.1113682,-5.0620554
OURIKELA [2ème C] A,school,12.1113125,-5.0620493
OURIKELA [2ème C] B,school,12.1112882,-5.062052
OUSMANE SIDIBE NTONASSO [1er C],school,12.3740167,-5.4676
OUSMANE SIDIBE NTONASSO [2ème C],school,12.3740167,-5.4676
PALASSO,school,12.1097833,-5.01895
SANGUELA [1er C],school,12.0014256,-5.282056
SAN-HOUAN,school,12.5673,-4.5907
SIELA [1er C],school,12.49715,-4.7327167
SIEMESSO,school,12.28263,-5.70332
SIGNE,school,12.4950269,-5.5389835
SIMONA,school,12.2877333,-4.8957
Sincina,school,12.3519303,-5.4417367
Sincina Kinisso,school,12.3572833,-5.4336667
SINKOLO,school,12.0892167,-5.54585
École de Sinkolo,school,12.2051405,-5.0440904
SINTELA,school,12.5994167,-6.02345
SIRAKELE [1er C],school,12.5156491,-5.4766739
SIRAKELE [2ème C],school,12.5152904,-5.4762474
SISSOUMANA,school,12.0425667,-5.4527167
SOGO,school,12.05785,-5.3587667
SOGOMOUGOU [2ème C],school,12.3878444,-5.46804
SOUSSOULA,school,12.17025,-5.3819333
TANDIO [1er C]ycle A,school,12.1617884,-4.9617292
TORO I,school,12.3883764,-4.9237838
TORO I [2ème C],school,12.3884288,-4.9238106
École de Torosso,school,12.3173593,-4.9445306
TOUPOURLA,school,12.3201833,-5.9288667
TRY,school,12.2709667,-5.38845
École de Ouafrouma,school,12.2432239,-4.5684717
École de Ouafrouma (B),school,12.2430522,-4.5683872
WATARLA,school,12.0142833,-5.3746333
WELEGUENA I,school,12.3740785,-5.5015651
WELEGUENA II,school,12.3893,-5.5466
YACRISSOUN,school,12.29195,-4.64995
YAFOLA,school,12.4049833,-5.1190167
YOGORASSO,school,12.5839667,-5.83965
YOROSSO [1er C] C,school,12.3547281,-4.7791744
YOROSSO [2ème C] A,school,12.3549891,-4.7791348
ZAMBLALA,school,12.5953833,-5.5433333
ZAMBLALA [2ème C],school,12.5953833,-5.5433333
École de Zandiéguéla,school,12.2821127,-4.6888445
DOGONI [2ème C]YCLE,school,12.1443969,-6.0062021
DOGONI [1er C],school,12.1442749,-6.0062249
École communautaire SOKOURANI,school,12.01055,-5.7458333
PREMIER CYCLE DE KABARASSO,school,12.0147756,-5.9371684
KATIERLA ECOM,school,12.0066833,-5.8006333
KOBALA,school,12.0051,-6.0527167
KOUMANKOU [1er C]ycle,school,12.0992892,-6.1381931
KOUMANKOU [2ème C]YCLE,school,12.0994728,-6.1384774
KOUMANKOU MEDERSA,school,12.0973537,-6.1404676
