id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
12993,MLI-1990-1-96-1,1990,true,Clear,1,372,372,Mali: Azawad,800,800,Government of Mali - MPA,72,72,Government of Mali,521,521,MPA,-1,"The Peace of Timbuktu"", 56, Humphreys and ag Mohamed, ""Senegal & Mali"", 3",,,,,1,Tidarmene town,Tidarmene town,Gao region,Menaka cercle,16.615833,2.420000,POINT (2.42 16.615833),153725,Mali,432,Africa,1,1,1990-06-28 00:00:00.000,1990-06-28 00:00:00.000,4,0,0,0,4,4,4,432,
13080,MLI-1990-1-96-2,1990,true,Clear,1,372,372,Mali: Azawad,800,800,Government of Mali - MPA,72,72,Government of Mali,521,521,MPA,-1,"The Peace of Timbuktu"", 56, ""Historical Dictionary of Mali"", xliv, Humphreys and ag Mohamed, ""Senegal & Mali"", 3",,,,,1,Menaka town,Menaka town,Gao region,Menaka cercle,15.918200,2.402200,POINT (2.4022 15.9182),152285,Mali,432,Africa,1,1,1990-06-28 00:00:00.000,1990-06-28 00:00:00.000,4,0,0,0,4,14,4,432,
284121,MLI-1990-1-800-0,1990,true,Clear,1,372,372,Mali: Azawad,800,800,Government of Mali - MPA,72,72,Government of Mali,521,521,MPA,1,"""Disputed Desert,2010-12-31,Chapter 6. Rebellion: al-Jebha""",Disputed Desert,2010-12-31,Chapter 6. Rebellion: al-Jebha,,5,Northern Mali,Northern Mali,,,20.000000,-3.000000,POINT (-3 20),158755,Mali,432,Africa,2,5,1990-06-28 00:00:00.000,1990-12-31 00:00:00.000,238,12,0,0,250,250,250,432,
11879,MLI-1990-1-96-3,1990,true,Clear,1,372,372,Mali: Azawad,800,800,Government of Mali - MPA,72,72,Government of Mali,521,521,MPA,-1,"Lecocq, Jean Sebastian (2002) That Desert is Our Country Tuareg Rebellions and Competing Nationalisms in Contemporary Mali (1946-1996), Universiteit van Amsterdam, 232",,,,,1,Ti-n-Essako town,Ti-n-Essako town,Gao region,Menaka cercle,17.583333,2.866667,POINT (2.866667 17.583333),155166,Mali,432,Africa,1,1,1990-07-02 00:00:00.000,1990-07-02 00:00:00.000,3,1,0,0,4,4,4,432,
13114,MLI-1990-1-96-5,1990,true,Clear,1,372,372,Mali: Azawad,800,800,Government of Mali - MPA,72,72,Government of Mali,521,521,MPA,-1,"Lecocq, Jean Sebastian (2002) That Desert is Our Country Tuareg Rebellions and Competing Nationalisms in Contemporary Mali (1946-1996), Universiteit van Amsterdam, 235",,,,,1,Tayekaren camp,Tayekaren camp,Gao region,Menaka cercle,16.485833,3.566944,POINT (3.566944 16.485833),153008,Mali,432,Africa,1,2,1990-07-17 00:00:00.000,1990-07-21 00:00:00.000,40,0,0,0,40,40,40,432,
11880,MLI-1990-1-96-6,1990,true,Clear,1,372,372,Mali: Azawad,800,800,Government of Mali - MPA,72,72,Government of Mali,521,521,MPA,-1,"Lecocq, Jean Sebastian (2002) That Desert is Our Country Tuareg Rebellions and Competing Nationalisms in Contemporary Mali (1946-1996), Universiteit van Amsterdam, 235",,,,,1,Tayekaren camp,Tayekaren camp,Gao region,Menaka cercle,16.485833,3.566944,POINT (3.566944 16.485833),153008,Mali,432,Africa,2,4,1990-07-20 00:00:00.000,1990-08-10 00:00:00.000,100,0,0,0,100,100,100,432,
13085,MLI-1990-1-96-15,1990,true,Clear,1,372,372,Mali: Azawad,800,800,Government of Mali - MPA,72,72,Government of Mali,521,521,MPA,-1,"http://www.unhcr.org/refworld/topic,463af2212,469f2e792,469f38c2104,0.html, Lecocq 236",,,,,2,Bouressa town,"Bouressa town (near, Toximine, Mount Tigharghar, Kidal )",Gao region,Abeïbara cercle,20.013611,2.263056,POINT (2.263056 20.013611),158765,Mali,432,Africa,1,2,1990-09-03 00:00:00.000,1990-09-04 00:00:00.000,40,15,0,0,55,55,55,432,
13084,MLI-1991-1-97-2,1991,false,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Humphreys and ag Mohamed, ""Senegal & Mali"", 24,",,,,,1,Tombouctou town,Tombouctou town,Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,1,1991-12-12 00:00:00.000,1991-12-12 00:00:00.000,0,9,0,3,12,12,12,432,
12985,MLI-1994-1-97-1,1994,true,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"A Peace of Timbuktu, 72, AI,(1994): Mali, Ethnic conflict and killings of civilians (for date), Tor A. Benjaminsen ""SUPPLY-INDUCED SCARCITY"", 831",,,,,2,Fafa town,Fafa town (near),Gao region,Ansongo cercle,15.317700,0.744600,POINT (0.7446 15.3177),151562,Mali,432,Africa,1,1,1994-05-30 00:00:00.000,1994-05-30 00:00:00.000,0,3,0,0,3,3,3,432,
13156,MLI-1994-1-97-2,1994,true,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"AI,(1994): Mali, Ethnic conflict and killings of civilians",,,,,1,Niafunke town,Niafunke town,Tombouctou region,Niafunke cercle,15.932200,-3.990600,POINT (-3.9906 15.9322),152273,Mali,432,Africa,1,1,1994-06-08 00:00:00.000,1994-06-08 00:00:00.000,1,0,0,0,1,1,1,432,
13025,MLI-1994-1-97-3,1994,true,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Reuters 22/7-94, Reuters 28/7-94",,,,,5,Mali-Mauritania border,Mali/Mauritania border,,,15.508144,-5.505633,POINT (-5.505633 15.508144),152269,Mali,432,Africa,1,4,1994-07-15 00:00:00.000,1994-07-28 00:00:00.000,0,0,0,20,20,20,20,432,
12992,MLI-1994-1-97-5,1994,true,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Reuters 9/10-94, BBC Monitoring Service: Africa 11/10-94; RTM radio, Bamako, in French 0700 gmt 10 Oct 94",,,,,1,Niafunke town,Niafunke town,Tombouctou region,Niafunke cercle,15.932200,-3.990600,POINT (-3.9906 15.9322),152273,Mali,432,Africa,1,1,1994-10-04 00:00:00.000,1994-10-04 00:00:00.000,0,0,3,0,3,3,3,432,
12998,MLI-1994-1-97-6,1994,true,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Reuters 9/10-94, BBC Monitoring Service: Africa 11/10-94; RTM radio, Bamako, in French 0700 gmt 10 Oct 94",,,,,3,Bourem cercle,Bourem Cerlce,Gao region,Bourem cercle,16.908889,-0.356667,POINT (-0.356667 16.908889),153720,Mali,432,Africa,1,1,1994-10-06 00:00:00.000,1994-10-06 00:00:00.000,5,17,0,0,22,22,22,432,
13105,MLI-1994-1-97-10,1994,true,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Historical Dictionary of Mali"", lxvi",,,,,4,Gao region,"Gao region (Hassi Al-Adjat, Gao region / Assi el Adjad)",Gao region,,16.271667,-0.044722,POINT (-0.044722 16.271667),153000,Mali,432,Africa,1,1,1994-11-13 00:00:00.000,1994-11-13 00:00:00.000,0,14,0,0,14,14,14,432,
12015,MLI-1994-1-97-12,1994,true,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,BBC Monitoring Africa 25/11-94,,,,armed forces staff,1,Lelehoy town,Lelehoy town,Gao region,Ansongo cercle,15.555700,0.494400,POINT (0.4944 15.5557),152281,Mali,432,Africa,1,1,1994-11-20 00:00:00.000,1994-11-20 00:00:00.000,0,6,0,0,6,6,6,432,
13054,MLI-1994-1-97-13,1994,true,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,Reuters 29/11-94,,,,,2,Niafunke town,Niafunke town (near),Tombouctou region,Niafunke cercle,15.932200,-3.990600,POINT (-3.9906 15.9322),152273,Mali,432,Africa,1,1,1994-11-25 00:00:00.000,1994-11-25 00:00:00.000,0,8,0,0,8,8,8,432,
13029,MLI-1994-1-97-14,1994,true,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"International Herald Tribune (IHT) 3-4/12-94, Reuters 2/12-94",,,,the military,1,Gourma-Rharous town,Gourma-Rharous town,Tombouctou region,Gourma-Rharous cercle,16.877778,-1.923056,POINT (-1.923056 16.877778),153717,Mali,432,Africa,1,1,1994-12-01 00:00:00.000,1994-12-01 00:00:00.000,0,16,0,0,16,16,16,432,
13081,MLI-1994-1-97-16,1994,true,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,Reuters 22/12-94,,,,,3,Gourma-Rharous cercle,Gourma-Rharous Cercle (Intilit town),Tombouctou region,Gourma-Rharous cercle,16.079790,-1.769810,POINT (-1.76981 16.07979),152997,Mali,432,Africa,1,1,1994-12-18 00:00:00.000,1994-12-18 00:00:00.000,2,11,0,0,13,13,13,432,
13123,MLI-1995-1-801-1,1995,false,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Historical Dictionary of Mali"", lxvii, ARB Jaunary 1995, 11762, Reuters 7/1-95",,,,,1,Sokolo town,Sokolo town,Segou region,Niono cercle,14.732800,-6.121900,POINT (-6.1219 14.7328),150828,Mali,432,Africa,1,1,1995-01-06 00:00:00.000,1995-01-06 00:00:00.000,0,0,0,0,0,7,7,432,
11874,MLI-1995-1-97-4,1995,false,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Reuters 24/6-95, MAR chronology",,,,,1,Tombouctou town,Tombouctou town,Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,1,1995-01-23 00:00:00.000,1995-01-23 00:00:00.000,0,0,0,2,2,2,2,432,
13180,MLI-1995-1-801-0,1995,false,Clear,1,372,372,Mali: Azawad,801,801,Government of Mali - FIAA,72,72,Government of Mali,522,522,FIAA,-1,"Historical Dictionary of Mali"", lxvii, BBC Monitoring Service: Africa 24/3-95; RTM radio, Bamako, in French 1300 gmt 22 Mar 95",,,,,2,Koitala town,Koitala town (near),Koulikoro region,Banamba cercle,13.578100,-7.267800,POINT (-7.2678 13.5781),149386,Mali,432,Africa,1,1,1995-03-17 00:00:00.000,1995-03-17 00:00:00.000,0,0,0,0,0,6,0,432,
13002,MLI-2007-1-650-1,2007,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Reuters 11/5-07,,,,the territorial administration ministry,1,Ti-n-Zaouatene town,Ti-n-Zaouatene town,Kidal region,Abeïbara cercle,19.923357,2.979656,POINT (2.979656 19.923357),158046,Mali,432,Africa,1,1,2007-05-11 00:00:00.000,2007-05-11 00:00:00.000,2,8,0,0,10,10,10,432,
13117,MLI-2007-1-650-2,2007,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Reuters 28/8-07,,,,Military sources,1,Ti-n-Zaouatene town,Ti-n-Zaouatene town,Kidal region,Abeïbara cercle,19.923357,2.979656,POINT (2.979656 19.923357),158046,Mali,432,Africa,1,1,2007-08-28 00:00:00.000,2007-08-28 00:00:00.000,0,3,0,0,3,3,3,432,
13095,MLI-2007-1-650-5,2007,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Reuters 30/8-07,,,,military source,3,Abeïbara cercle,Abeibara Cercle,Kidal region,Abeïbara cercle,19.116667,1.750000,POINT (1.75 19.116667),157324,Mali,432,Africa,1,1,2007-08-30 00:00:00.000,2007-08-30 00:00:00.000,1,0,0,0,1,1,1,432,
13102,MLI-2007-1-650-4,2007,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Associated Press (AP) 30/8-07,,,,a government statement,2,Ti-n-Zaouatene town,Ti-n-Zaouatene town (near),Kidal region,Abeïbara cercle,19.923357,2.979656,POINT (2.979656 19.923357),158046,Mali,432,Africa,1,1,2007-08-30 00:00:00.000,2007-08-30 00:00:00.000,0,0,10,0,10,10,10,432,
11936,MLI-2007-1-650-6,2007,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Reuters 1/9-07,,,,military source,3,Abeïbara cercle,Abeibara Cercle,Kidal region,Abeïbara cercle,19.116667,1.750000,POINT (1.75 19.116667),157324,Mali,432,Africa,1,1,2007-08-31 00:00:00.000,2007-08-31 00:00:00.000,0,0,2,0,2,2,2,432,
13106,MLI-2007-1-650-8,2007,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Reuters 16/9-07,,,,a senior officer,1,Ti-n-Zaouatene town,Ti-n-Zaouatene town,Kidal region,Abeïbara cercle,19.923357,2.979656,POINT (2.979656 19.923357),158046,Mali,432,Africa,2,2,2007-09-14 00:00:00.000,2007-09-16 00:00:00.000,0,4,0,0,4,4,4,432,
12997,MLI-2007-1-650-7,2007,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"BBC Monitoring Africa 14/-07, Reuters 16/9-07",,,,"""a source on the ground"", a senior officer",1,Ti-n-Zaouatene town,Ti-n-Zaouatene town,Kidal region,Abeïbara cercle,19.923357,2.979656,POINT (2.979656 19.923357),158046,Mali,432,Africa,1,1,2007-09-14 00:00:00.000,2007-09-14 00:00:00.000,0,8,0,0,8,8,8,432,
13063,MLI-2007-1-650-9,2007,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Reuters 16/9-07,,,,a senior officer,2,Ti-n-Zaouatene town,Ti-n-Zaouatene town (near),Kidal region,Abeïbara cercle,19.923357,2.979656,POINT (2.979656 19.923357),158046,Mali,432,Africa,1,1,2007-09-16 00:00:00.000,2007-09-16 00:00:00.000,1,0,0,0,1,1,1,432,
13023,MLI-2008-1-650-5,2008,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Agence France-Presse (AFP) 23/3-08,,,,,6,Mali,Mali,,,17.000000,-4.000000,POINT (-4 17),154433,Mali,432,Africa,2,2,2008-03-20 00:00:00.000,2008-03-23 00:00:00.000,0,0,5,0,5,5,5,432,
13034,MLI-2008-1-650-2,2008,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"Reuters 20/3-08, Reuters 21/3-08",,,,Malian military authorities,2,Ti-n-Zaouatene town,Ti-n-Zaouatene town (near),Kidal region,Abeïbara cercle,19.923357,2.979656,POINT (2.979656 19.923357),158046,Mali,432,Africa,1,1,2008-03-20 00:00:00.000,2008-03-20 00:00:00.000,3,0,0,0,3,3,3,432,
11951,MLI-2008-1-650-3,2008,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,Xinhua 22/3-08,,,,Malian Defense Ministry,5,Tin-Zaouatene commune,Ti-n-Zaouatene region,Kidal region,Abeïbara cercle,19.472612,2.753350,POINT (2.75335 19.472612),157326,Mali,432,Africa,1,1,2008-03-20 00:00:00.000,2008-03-20 00:00:00.000,3,0,0,0,3,3,3,432,
12011,MLI-2008-1-650-24,2008,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"Lecoq, ""Disputed Desert"", 399",,,,,5,Northern Mali,Mali (north),,,20.000000,-3.000000,POINT (-3 20),158755,Mali,432,Africa,2,5,2008-04-01 00:00:00.000,2008-05-31 00:00:00.000,34,0,0,0,34,34,34,432,
12994,MLI-2008-1-650-10,2008,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"Reuters 3/5-08, AP 3/5-08, BBC Monitoring Africa 4/5-08; Radio France Internationale, Paris, in French 0730 gmt 4 May 08",,,,"Mali's army, anonymous army source",3,Tessalit cercle,Tessalit Cercle (Tessalit town (50 km from)),Kidal region,Tessalit cercle,20.198611,1.011389,POINT (1.011389 20.198611),158763,Mali,432,Africa,1,1,2008-05-03 00:00:00.000,2008-05-03 00:00:00.000,0,0,0,0,0,4,0,432,
13067,MLI-2008-1-650-11,2008,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"Agence France-Presse (AFP) 6/5-08, BBC Monitoring Africa 8/5-08; Misna news agency website, Rome, in English 7 May 08",,,,,1,Djiabaly town,Djiabaly town,Segou region,Niono cercle,14.693700,-6.019700,POINT (-6.0197 14.6937),150828,Mali,432,Africa,1,1,2008-05-06 00:00:00.000,2008-05-06 00:00:00.000,0,0,0,1,1,1,1,432,
13079,MLI-2008-1-650-14,2008,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"Associated Press (AP) 22/5-08, Associated Press (AP) 23/5-08, All Africa 23/5-08",,,,The Defense Ministry,1,Abeïbara town,Abeïbara town,Kidal region,Abeïbara cercle,19.116667,1.750000,POINT (1.75 19.116667),157324,Mali,432,Africa,1,1,2008-05-21 00:00:00.000,2008-05-21 00:00:00.000,15,17,0,0,32,32,32,432,
12969,MLI-2008-1-650-15,2008,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"Xinhua 7/6-08, Lecoq, ""Desputed Desert"", 400",,,,,2,Mount Tigharghar,Mount Tigharghar (Kidal ),Kidal region,Tessalit cercle,20.242983,0.977308,POINT (0.977308 20.242983),158762,Mali,432,Africa,1,2,2008-06-02 00:00:00.000,2008-06-03 00:00:00.000,0,20,0,0,20,20,20,432,
13042,MLI-2008-1-650-22,2008,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"http://news.bbc.co.uk/2/hi/africa/7794057.stm, AFP 21/12-08",,,,"An official source, A source close to the group's leader, Ibrahim Ag Bahanga, An official from an international aid organisation",1,Nampala town,Nampala town,Segou region,Niono cercle,15.280700,-5.554900,POINT (-5.5549 15.2807),151549,Mali,432,Africa,1,1,2008-12-20 00:00:00.000,2008-12-20 00:00:00.000,9,0,5,0,14,25,14,432,
13164,MLI-2009-1-650-1,2009,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"All Africa 5/1-09: ""Echec d'une grande offensive de l'arme malienne au Nord-Est du Mali",,,,,2,Ti-n-Zaouatene town,Ti-n-Zaouatene town (area around),Kidal region,Abeïbara cercle,19.923357,2.979656,POINT (2.979656 19.923357),158046,Mali,432,Africa,1,1,2009-01-01 00:00:00.000,2009-01-01 00:00:00.000,3,0,0,0,3,3,3,432,
12996,MLI-2009-1-650-2,2009,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"All Africa 5/1-09: ""Echec d'une grande offensive de l'arme malienne au Nord-Est du Mali",,,,,2,Mount Tigharghar,Mount Tigharghar (Kidal ),Kidal region,Tessalit cercle,20.242983,0.977308,POINT (0.977308 20.242983),158762,Mali,432,Africa,1,1,2009-01-02 00:00:00.000,2009-01-02 00:00:00.000,5,0,0,0,5,5,5,432,
13019,MLI-2009-1-650-3,2009,true,Clear,1,372,372,Mali: Azawad,802,802,Government of Mali - ATNMC,72,72,Government of Mali,523,523,ATNMC,-1,"http://english.aljazeera.net/news/africa/2009/01/200912221442820657.html, http://uk.Reuters.com/article/latestCrisis/idUKLM333916, AFP 20/1-10: ""Main Tuareg rebel base destroyed says Malian army"", AFP 22/1-10:""Mali military offensive kills 31 Tuareg rebels: defence ministry",,,,Mali's defence ministry,2,Bouressa town,"Bouressa town (near, Toximine, Mount Tigharghar, Kidal )",Kidal region,Abeïbara cercle,20.013611,2.263056,POINT (2.263056 20.013611),158765,Mali,432,Africa,1,1,2009-01-22 00:00:00.000,2009-01-22 00:00:00.000,0,31,0,0,31,31,31,432,
3651,ALG-2005-1-4-32,2005,true,Clear,1,386,386,Algeria: Government,830,830,Government of Algeria - AQIM,109,109,Government of Algeria,539,539,AQIM,1,"""Reuters News,2005-07-05,Algerian army clashed with rebels, 12 dead -source""",Reuters News,2005-07-05,"Algerian army clashed with rebels, 12 dead -source",senior Malian defence official,2,Tessalit town,"Tessalit town (north of), Tessalit cercle, Kidal region",Kidal region,Tessalit cercle,20.198611,1.011389,POINT (1.011389 20.198611),158763,Mali,432,Africa,1,1,2005-06-30 00:00:00.000,2005-06-30 00:00:00.000,0,0,0,12,12,14,12,615,
40376,MAA-2010-1-806-1,2010,true,Clear,1,442,442,Mauritania: Government,909,909,Government of Mauritania - AQIM,74,74,Government of Mauritania,539,539,AQIM,-1,"Agence France-Presse (AFP), 2010-07-23, France and Mauritania raid Al-Qaeda kidnap gang. Agence France-Presse (AFP), 2010-07-23, 'Terrorists' killed in Mauritanian raid on Qaeda affiliate, Agence France-Presse (AFP), 2010-07-24, French hostage rescue mission in Mali fails: ministry, Agence France-Presse (AFP), 2010-07-28, Mauritania mobilises army to counter Qaeda: minister",,,,"Mauritanian officials, French officials, AQIM",5,Mali-Mauritania border,Mali/Mauritania border,,,15.508144,-5.505633,POINT (-5.505633 15.508144),152269,Mali,432,Africa,1,1,2010-07-22 00:00:00.000,2010-07-22 00:00:00.000,0,6,0,0,6,7,6,435,
39032,MAA-2010-1-806-3,2010,true,Clear,1,442,442,Mauritania: Government,909,909,Government of Mauritania - AQIM,74,74,Government of Mauritania,539,539,AQIM,-1,"Agence France-Presse (AFP), 2010-09-18, Mauritanian troops battle Al-Qaeda-linked fighters in Mali; Reuters, 2010-09-20, Mauritania kills two civilians in Mali Qaeda raid; Agence France-Presse (AFP), 2010-09-20, Eight Mauritanian soldiers killed in Al-Qaeda raids; Agence France-Presse (AFP), 2010-09-200, Al-Qaeda claims to have killed 19 Mauritanian soldiers",,,,"Mauritanian Army, Algerian Security Officials, Malian Army, Eyewitnesses, Local Autorities, AQIM",1,Razelma village,"Raz-El-Ma, 235 kilometres (150 miles) west of Timbuktu in northern Mali",Tombouctou region,Goundam cercle,16.592382,-4.459634,POINT (-4.4596346 16.5923828),153712,Mali,432,Africa,1,2,2010-09-17 00:00:00.000,2010-09-18 00:00:00.000,8,12,2,0,22,33,20,435,
555220,UKR-2024-3-920-17,2024,true,Clear,3,57,453,Government of Russia (Soviet Union) - Civilians,57,920,Government of Russia (Soviet Union) - Civilians,57,57,Government of Russia (Soviet Union),9999,1,Civilians,1,"""afrique XXI,2024-11-08,In Mberra, Mauritania, surviving the Malian hell""",afrique XXI,2024-11-08,"In Mberra, Mauritania, surviving the Malian hell",witness,1,Essakane village,Essakane,Tombouctou region,Goundam cercle,16.781477,-3.635473,POINT (-3.635473 16.781477),153713,Mali,432,Africa,1,1,2024-02-04 00:00:00.000,2024-02-04 00:00:00.000,0,0,1,0,1,1,1,365,
555198,UKR-2024-3-920-18,2024,true,Clear,3,57,453,Government of Russia (Soviet Union) - Civilians,57,920,Government of Russia (Soviet Union) - Civilians,57,57,Government of Russia (Soviet Union),9999,1,Civilians,1,"""Libération,2024-11-25,Reporting In Mali, Wagner mercenaries “kill indiscriminately”""",Libération,2024-11-25,"Reporting In Mali, Wagner mercenaries “kill indiscriminately”",witnesses,3,Niafunke cercle,"Sang village, Niafunke",Tombouctou region,Niafunke cercle,15.932200,-3.990600,POINT (-3.9906 15.9322),152273,Mali,432,Africa,2,4,2024-03-01 00:00:00.000,2024-03-31 00:00:00.000,0,0,5,0,5,5,5,365,
542434,UKR-2024-3-920-19,2024,true,Clear,3,57,453,Government of Russia (Soviet Union) - Civilians,57,920,Government of Russia (Soviet Union) - Civilians,57,57,Government of Russia (Soviet Union),9999,1,Civilians,1,"""Asiwil_Post ,2024-06-01,A summary list of attacks, exactions and other acts of violence committed by Mali with the help of Wagner mercenaries and Turkish TB2 drones between the end of April and the end of May 2024""",Asiwil_Post,2024-06-01,"A summary list of attacks, exactions and other acts of violence committed by Mali with the help of Wagner mercenaries and Turkish TB2 drones between the end of April and the end of May 2024",,2,Tombouctou town,"Tirikene, a village located 27 km north of Timbuktu.",Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,1,2024-05-13 00:00:00.000,2024-05-13 00:00:00.000,0,0,0,0,0,2,0,365,
561325,UKR-2024-3-920-25,2024,true,Clear,3,57,453,Government of Russia (Soviet Union) - Civilians,57,920,Government of Russia (Soviet Union) - Civilians,57,57,Government of Russia (Soviet Union),9999,1,Civilians,1,"""cridem,2024-05-31,Hunger, drought and violence: a worrying situation in northern Mali""",cridem,2024-05-31,"Hunger, drought and violence: a worrying situation in northern Mali",Mauretanian newsoutlet,2,Goundam town,Goundam (heading toward),Tombouctou region,Goundam cercle,16.414530,-3.670750,POINT (-3.67075 16.41453),152993,Mali,432,Africa,1,1,2024-05-13 00:00:00.000,2024-05-13 00:00:00.000,0,0,2,0,2,2,0,365,
542446,UKR-2024-3-920-20,2024,true,Clear,3,57,453,Government of Russia (Soviet Union) - Civilians,57,920,Government of Russia (Soviet Union) - Civilians,57,57,Government of Russia (Soviet Union),9999,1,Civilians,1,"""@apmazawad,2024-06-03,#Azawad""",@apmazawad,2024-06-03,#Azawad,,5,Aguelhok commune,#Tessawalt 30 kilometers west of #Aguelhok,Kidal region,Tessalit cercle,19.120642,0.686382,POINT (0.686382 19.120642),157322,Mali,432,Africa,1,1,2024-06-02 00:00:00.000,2024-06-02 00:00:00.000,0,0,0,0,0,2,0,365,
542324,UKR-2024-3-920-29,2024,true,Clear,3,57,453,Government of Russia (Soviet Union) - Civilians,57,920,Government of Russia (Soviet Union) - Civilians,57,57,Government of Russia (Soviet Union),9999,1,Civilians,1,"""@ag_anara,2024-07-08,#Azawad """,@ag_anara,2024-07-08,#Azawad,,2,Lere town,north of Lere,Tombouctou region,Niafunke cercle,15.711800,-4.911800,POINT (-4.9118 15.7118),152271,Mali,432,Africa,1,1,2024-07-07 00:00:00.000,2024-07-07 00:00:00.000,0,0,1,0,1,1,1,365,
538715,UKR-2024-3-920-30,2024,true,Clear,3,57,453,Government of Russia (Soviet Union) - Civilians,57,920,Government of Russia (Soviet Union) - Civilians,57,57,Government of Russia (Soviet Union),9999,1,Civilians,1,"""@InZawnaker,2024-08-16,#Azawad""",@InZawnaker,2024-08-16,#Azawad,,2,Lere town,around #Leré,Tombouctou region,Niafunke cercle,15.711800,-4.911800,POINT (-4.9118 15.7118),152271,Mali,432,Africa,1,1,2024-08-15 00:00:00.000,2024-08-15 00:00:00.000,0,0,0,0,0,1,0,365,
