name,type,lat,lon,nearby_conflict_date
TOUMBOULA,school,14.3369758,-7.795449,2022-09-11 00:00:00.000
ALMAMY KOUREISSI [2ème C],school,14.3478201,-4.9563015,2015-08-10 00:00:00.000
DIAFARABE,school,14.1415125,-5.0107008,2015-04-06 00:00:00.000
DIAKOURI,school,14.36298,-5.07814,2018-10-04 00:00:00.000
École Djongue Bambara,school,14.1044744,-4.1571225,2020-05-03 00:00:00.000
EDC -A-,school,14.0148338,-4.2290488,2018-04-08 00:00:00.000
EDC -B-,school,14.0144038,-4.2284888,2018-04-08 00:00:00.000
GAGNA [2ème C],school,14.0100984,-4.5113112,2022-03-14 00:00:00.000
KOUAKOUROU [1er C],school,14.2198555,-4.491711,2017-10-15 00:00:00.000
KOUAKOUROU [2ème C],school,14.2200041,-4.4915322,2017-10-15 00:00:00.000
École Kouna,school,14.2432757,-4.1439101,2023-08-24 00:00:00.000
NIA-OURO,school,14.0099759,-4.1239873,2022-01-04 00:00:00.000
École Sene-Marka,school,14.2017942,-5.1372212,2018-07-16 00:00:00.000
SOFARA [2ème C] II,school,14.0098439,-4.2310188,2018-04-08 00:00:00.000
SOFARA -C-,school,14.010039,-4.2311019,2018-04-08 00:00:00.000
SOUMANA THIENTA [1er C],school,14.1381881,-5.0143473,2015-04-06 00:00:00.000
TADA MOUNOU ISLAMI SOFARA,school,14.0099141,-4.2308927,2018-04-08 00:00:00.000
TAHIROU CISSE B,school,14.45648,-4.91382,1994-07-01 00:00:00.000
TENENKOU,school,14.46035,-4.91617,1994-07-01 00:00:00.000
BAMADA,school,14.2893903,-5.852703,2022-10-03 00:00:00.000
BEKAYE WERE,school,14.2843927,-6.0864834,2022-02-07 00:00:00.000
BOKY-WERE [1er C],school,14.009257,-5.6004974,2020-06-14 00:00:00.000
BOKY-WERE [2ème C],school,14.009963,-5.6006797,2020-06-14 00:00:00.000
BOUYAGUI WERE,school,14.4830477,-6.0363472,2024-01-28 00:00:00.000
ECU TIEMABA,school,14.220266,-5.907807,2022-07-14 00:00:00.000
ELHADJ SOULEYMANE CISSOUMA (TISSANA N9),school,14.359759,-5.9131,2023-01-09 00:00:00.000
École Kolodougou Coro,school,14.1410664,-5.9791412,2023-03-30 00:00:00.000
KOLONI Km26,school,14.2497756,-5.9937078,2020-01-26 00:00:00.000
KONOKASSI,school,14.3673867,-6.0710563,2024-02-16 00:00:00.000
MEDARSA KM-26,school,14.2537561,-5.9916223,2020-01-26 00:00:00.000
MEDERSA SABIL EL FALAH [2ème C](MOLODO),school,14.2368251,-6.0185404,2023-11-07 00:00:00.000
MEDERSA TOUARA,school,14.0055782,-5.2101589,2023-12-12 00:00:00.000
MEDINA COURA B3,school,14.3952294,-5.9387102,2022-05-01 00:00:00.000
MERDERSA SABIL EL FALAH(MOLODO) [1er C],school,14.2430231,-6.0184429,2023-11-07 00:00:00.000
MGR LECLERC I,school,14.2515255,-5.9893234,2020-01-26 00:00:00.000
MGR LECLERC II,school,14.2509227,-5.9898104,2020-01-26 00:00:00.000
MOLODO [1er C] A,school,14.2377845,-6.0159873,2023-11-07 00:00:00.000
MOLODO [1er C] B,school,14.2377845,-6.0159873,2023-11-07 00:00:00.000
École Soumouni,school,14.1371472,-5.2337484,2023-02-13 00:00:00.000
TOUARA,school,14.003257,-5.2082784,2023-12-12 00:00:00.000
TOYE,school,14.08,-4.928,2019-01-21 00:00:00.000
École Boumguel 1er C,school,14.1593449,-4.109696,2020-05-05 00:00:00.000
DALLAH [2ème C],school,15.1030077,-2.6432544,2018-06-09 00:00:00.000
NOKARA,school,15.1737201,-2.3957908,2019-01-24 00:00:00.000
NANI (ECU),school,15.06,-2.535,2022-09-12 00:00:00.000
INKADEWANE,school,16.4850312,2.1833454,2022-04-29 00:00:00.000
INKADEWANE [2ème C],school,16.4851135,2.1838551,2022-04-29 00:00:00.000
KERENA,school,15.03,-2.687,2021-02-10 00:00:00.000
TIN ABAW,school,15.7413023,2.5061842,2018-12-11 00:00:00.000
BATOUMA,school,15.84,-4.024,2024-04-21 00:00:00.000
BONI [2ème C],school,15.0713196,-2.2224746,2021-03-18 00:00:00.000
BONI A,school,15.0702921,-2.2222983,2021-03-18 00:00:00.000
BONI B,school,15.07,-2.223,2021-03-18 00:00:00.000
DALLAH [1er C],school,15.1029961,-2.6432547,2018-06-09 00:00:00.000
HOMBORI [1er C],school,15.2799996,-1.6999937,2022-04-19 00:00:00.000
HOMBORI [2ème C],school,15.2799829,-1.699994,2022-04-19 00:00:00.000
HOMBORI BENE,school,15.2799879,-1.7000153,2022-04-19 00:00:00.000
ABDOULAYE Z. MAÏGA (BOUREM III),school,16.9525162,-0.3508274,2012-03-29 00:00:00.000
Adarnamel,school,15.9526444,0.6341367,2022-05-14 00:00:00.000
AGAZRAGANE,school,16.042222,3.434722,2022-05-20 00:00:00.000
AHINA,school,16.499166,0.653055,2022-10-31 00:00:00.000
AKABAR,school,15.3512898,1.9939087,2018-04-09 00:00:00.000
AMASRAKAD,school,17.0813558,0.7630336,2024-03-16 00:00:00.000
ANDERAMBOUKANE [2ème C],school,15.4210533,3.0233608,1994-06-12 00:00:00.000
ANDERAMBOUKANE A,school,15.4210533,3.0230926,1994-06-12 00:00:00.000
ANDERAMBOUKANE B,school,15.424394,3.019241,1994-06-12 00:00:00.000
ARHABOU,school,16.1697335,-0.0023764,2024-08-16 00:00:00.000
BAMBA II,school,17.0331607,-1.4036363,1994-07-25 00:00:00.000
BENTIA [2ème C];BENTIA P/C,school,15.3496399,0.758397,2019-07-17 00:00:00.000
BOUREM I,school,16.9525681,-0.3515254,2012-03-29 00:00:00.000
BOUREM II,school,16.9559167,-0.3500782,2012-03-29 00:00:00.000
BOUREM IV,school,16.949146,-0.3422828,2012-03-29 00:00:00.000
BOUREM PLATEAU,school,16.9577146,-0.350102,2012-03-29 00:00:00.000
BOUREM-FOGHAS,school,16.9547703,-0.353845,2012-03-29 00:00:00.000
BOYA S/C,school,15.8677108,0.221043,2023-09-16 00:00:00.000
CENTRE IBN ABDOULBAKR POUR L'ENSEIGNEMENT ET LA SANTE,school,15.9132371,2.402743,1990-06-28 00:00:00.000
DAR ALHADIS,school,16.9615333,-0.3509024,2012-03-29 00:00:00.000
DJEBOCK P/C,school,16.3438039,0.2799142,2023-03-14 00:00:00.000
DJEBOCK S/C,school,16.3439942,0.279892,2023-03-14 00:00:00.000
DOREYE,school,15.8201076,-0.4113221,2023-02-02 00:00:00.000
EMIS-EMIS,school,16.146944,3.267222,2022-05-22 00:00:00.000
ESSAÏLAL,school,15.804444,2.521666,2022-08-12 00:00:00.000
ETAMBAW,school,15.88998,3.9351214,2022-03-13 00:00:00.000
FAFA-HAOUSSA [1er C],school,15.3236527,0.7473744,1994-05-30 00:00:00.000
FAFA-HAOUSSA S/C,school,15.3245426,0.7480933,1994-05-30 00:00:00.000
FASSIBIL AL HIDAYATI,school,15.9131362,2.4027527,1990-06-28 00:00:00.000
GAÏNA,school,15.7879835,0.2740875,2023-06-27 00:00:00.000
GARGOUNA [1er C],school,15.9237269,0.2191372,2023-11-21 00:00:00.000
HASSANE NIENDOU (LELLEHOYE),school,15.5550863,0.4972995,1994-11-20 00:00:00.000
IMAKARA,school,16.055555,3.021111,2022-10-27 00:00:00.000
INEKAR,school,15.94871,3.1562901,2018-11-18 00:00:00.000
INARABANE,school,15.524444,1.932777,2021-06-08 00:00:00.000
INARINKIDANE,school,15.701944,2.726111,2015-01-01 00:00:00.000
INAZOLE,school,15.874444,2.135555,2018-05-03 00:00:00.000
INCHINANE,school,15.604444,3.379722,2022-03-08 00:00:00.000
INEKAR OUEST,school,15.933333,1.955833,2019-01-15 00:00:00.000
INEKAR [2ème C],school,15.9493445,3.1565047,2018-11-18 00:00:00.000
INTADEYNE,school,16.175277,2.415833,2023-05-09 00:00:00.000
INTAHAKA,school,16.2015595,-0.4745056,2022-09-02 00:00:00.000
IN-WELENE,school,16.553888,1.699166,2022-03-20 00:00:00.000
KAROU,school,15.1329941,0.6775968,2021-08-08 00:00:00.000
LELLEHOYE [2ème C],school,15.5584129,0.4945752,1994-11-20 00:00:00.000
LELLEHOYE-HAOUSSA,school,15.55,0.4945659,1994-11-20 00:00:00.000
MEDERSA ALHOUDA GARGOUNA,school,15.9292349,0.2165677,2023-11-21 00:00:00.000
MENAKA I [1er C]YCLE,school,15.9249495,2.3988454,1990-06-28 00:00:00.000
MENAKA I,school,15.9249024,2.3988239,1990-06-28 00:00:00.000
MENAKA II,school,15.924925,2.39884,1990-06-28 00:00:00.000
MENAKA II S/C,school,15.9248947,2.3988548,1990-06-28 00:00:00.000
MENAKA III,school,15.9249227,2.3988719,1990-06-28 00:00:00.000
MENAKA IV,school,15.9249308,2.3988185,1990-06-28 00:00:00.000
N'TAHAKA S/C,school,16.2049509,-0.476306,2022-09-02 00:00:00.000
OUATAGOUNA P/C,school,15.1826529,0.7229771,2021-08-08 00:00:00.000
OUATAGOUNA S/C,school,15.1824458,0.7234653,2021-08-08 00:00:00.000
SAHANOU ABOUBA (BOUREM DJINDO),school,16.9102139,-0.3579399,1994-10-06 00:00:00.000
SAHENE,school,17.260833,2.991944,2024-01-24 00:00:00.000
TABANGO S/C,school,15.8049634,0.3697619,2022-11-16 00:00:00.000
TABANGO P/C,school,15.8048189,0.3701481,2022-11-16 00:00:00.000
Tabankort,school,17.8452137,0.3204781,2023-10-06 00:00:00.000
TABRICHATE,school,17.7325313,0.2060835,2023-10-02 00:00:00.000
TAGALALTE,school,15.4373148,2.7023684,2022-06-05 00:00:00.000
TAGARANGABOT,school,15.76817,0.989295,2017-07-24 00:00:00.000
TASSIGA-GOURMA,school,15.4697605,0.6995855,2022-08-01 00:00:00.000
TEDJERERTE,school,16.973195,2.523581,2023-01-01 00:00:00.000
OUAYEREMA [1er C]ycle I,school,11.3178167,-5.6671833,2024-12-07 00:00:00.000
TIEBA [1er C] A,school,11.31981,-5.6759412,2024-12-07 00:00:00.000
TIEBA [2ème C] I,school,11.3197438,-5.6759164,2024-12-07 00:00:00.000
TIEBA [2ème C] II,school,11.3195952,-5.6755285,2024-12-07 00:00:00.000
DJOUNHAN,school,18.3925,1.1244444,2024-01-05 00:00:00.000
ANEFIF [1er C],school,18.0454724,0.5994107,2023-10-08 00:00:00.000
ANEFIS [2ème C],school,18.045773,0.5999387,2023-10-08 00:00:00.000
ALBAKARY ALLIMAM PC,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
TOUHAYE,school,15.6786296,2.9579847,2024-04-03 00:00:00.000
ZEID BIN THABIT S/C;ZEID BIN THABIT TIN HAMMA P/C;ZEID IBN THABIT,school,15.5808885,0.888657,2022-09-18 00:00:00.000
École primaire de Bafarara,school,15.3745786,-11.4762354,2023-05-21 00:00:00.000
École sécondaire de Bafarara,school,15.3744667,-11.4764674,2023-05-21 00:00:00.000
ISLAHOU DINE Yélimané ([1er C]),school,15.1177285,-10.5729075,2022-11-30 00:00:00.000
ISLAHOU DINE YELIMANE ([2ème C]),school,15.1176695,-10.5730935,2022-11-30 00:00:00.000
INAKAROT,school,18.9552778,2.4775,2024-10-04 00:00:00.000
MADRASA KUWAIT,school,18.446757,1.408236,2024-10-16 00:00:00.000
TASSIKT,school,18.1116319,1.6641604,2024-05-15 00:00:00.000
TESSALIT VILLE,school,20.2058984,1.0114074,2008-05-03 00:00:00.000
YELIMANE [1er C] B,school,15.1244712,-10.5797204,2022-11-30 00:00:00.000
YELIMANE [1er C]. A,school,15.1171071,-10.580289,2022-11-30 00:00:00.000
YELIMANE [2ème C],school,15.1174592,-10.5809971,2022-11-30 00:00:00.000
NARA [1er C],school,15.1648074,-7.2900081,2024-11-05 00:00:00.000
NARA [1er C] E,school,15.170086,-7.2788984,2024-11-05 00:00:00.000
NARA [1er C] F,school,15.1651668,-7.2893,2024-11-05 00:00:00.000
NARA [1er C] B,school,15.1645392,-7.2895575,2024-11-05 00:00:00.000
NARA [2ème C] A,school,15.1645392,-7.2895522,2024-11-05 00:00:00.000
NARA [2ème C] B,school,15.1650535,-7.2893932,2024-11-05 00:00:00.000
NARA [2ème C],school,15.1646787,-7.2897292,2024-11-05 00:00:00.000
NARA [2ème C]M D,school,15.1710642,-7.2896727,2024-11-05 00:00:00.000
ATTARA,school,15.658,-4.34994,2024-01-25 00:00:00.000
ATTARA [2ème C],school,15.658,-4.34994,2024-01-25 00:00:00.000
GATHI-LOUMO,school,15.47,-4.611,2023-12-18 00:00:00.000
GATHI-LOUMO [2ème C],school,15.47,-4.611,2023-12-18 00:00:00.000
KITA,school,15.12,-5.047,2022-12-06 00:00:00.000
YERE-YERE [1er C],school,15.0618255,-4.4541213,2018-02-18 00:00:00.000
YOUWAROU-OURO,school,15.3663147,-4.2616459,2015-02-14 00:00:00.000
GAVINANE,school,15.1352667,-9.8880333,2024-08-26 00:00:00.000
ALASSANE ALAMINE TOURE,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
ALBAKAYE(TEHERDJE) [1er C],school,16.741111,-2.687777,2023-08-11 00:00:00.000
ALBAKAYE(TEHERDJE) [2ème C],school,16.741111,-2.687777,2023-08-11 00:00:00.000
ALL.IMAM ESSAYOUTI,school,16.7735095,-3.0085229,1991-12-12 00:00:00.000
AMADOU HAMMA MAÏGA,school,16.88,-1.923,1994-12-01 00:00:00.000
Groupe scolaire,school,15.9300011,-3.9890123,1994-06-08 00:00:00.000
ARATENE,school,16.356111,-4.584722,2024-12-15 00:00:00.000
ASSOUMANE ABDRAMANE DIALLO,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
BAMBARA MAOUDE [2ème C],school,15.85,-2.786,2015-05-18 00:00:00.000
BATOUMA,school,15.8395801,-4.0239119,2024-04-21 00:00:00.000
DIANKE,school,15.725188,-4.6420486,2023-10-31 00:00:00.000
École fondamentale de TEBEREMT,school,15.068323,-1.1472828,2023-06-03 00:00:00.000
École des sourds-muets de GOUNDAM,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
ESSAKANE,school,16.78,-3.633,2024-02-04 00:00:00.000
ESSAKANE [2ème C],school,16.78,-3.633,2024-02-04 00:00:00.000
GOSSI VILLAGE,school,15.8188802,-1.292798,1992-05-20 00:00:00.000
GOUNDAM [2ème C] II,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
HAMMA BABA CISSE,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
IBRAHIMA ALPHA SEYDOU CISSE,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
IBRAHIMA SIDI TOURE,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
ISSA MAÏGA,school,15.93,-3.9889883,1994-06-08 00:00:00.000
MOSSA BISSY,school,15.641315,-2.1549391,2024-10-21 00:00:00.000
SIDI MAHMOUD I,school,16.7769515,-3.0044963,1991-12-12 00:00:00.000
LERE,school,15.7069752,-4.9103767,2024-07-07 00:00:00.000
OUAMANE MACINANKE,school,15.93,-3.989,1994-06-08 00:00:00.000
RHAROUS IV,school,16.88,-1.923,1994-12-01 00:00:00.000
SABIL ELHIDAYA BER,school,16.8407941,-2.5257796,2023-10-21 00:00:00.000
SAMBANI,school,15.7472003,-4.5484308,2023-08-06 00:00:00.000
SARAFERE [2ème C],school,15.8212793,-3.6985449,2024-04-22 00:00:00.000
SARAFERE II,school,15.8212793,-3.6985449,2024-04-22 00:00:00.000
SARAFERE PC I,school,15.8212793,-3.6985449,2024-04-22 00:00:00.000
[2ème C] HARIBANDA,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
[2ème C] YOUBA KARY SIDIBE,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
SIDI MAHMOUD II,school,16.776967,-3.004512,1991-12-12 00:00:00.000
SOULEYMANE MOHAMED [1er C],school,16.61,-2.684,2023-12-07 00:00:00.000
SOULEYMANE MOHAMED [2ème C],school,16.61,-2.684,2023-12-07 00:00:00.000
SOUMPI,school,15.8432598,-4.3221056,1994-07-02 00:00:00.000
SOUMPI,school,15.8432598,-4.3221056,1994-07-02 00:00:00.000
TIN AICHA [2ème C] / مدرسة تين عائشة ۲ت,school,16.77,-4.032,2014-09-15 00:00:00.000
YEHIA ALKAYA,school,16.773629,-3.009882,1991-12-12 00:00:00.000
GARGOUNA [2ème C],school,15.9236417,0.2191531,2023-11-21 00:00:00.000
BOYA 1er Cycle,school,15.8675948,0.2211312,2023-09-16 00:00:00.000
ALMOUSTARAT I,school,17.3593065,0.1483482,1999-07-14 00:00:00.000
ALMOUSTARAT II,school,17.3596887,0.1483643,1999-07-14 00:00:00.000
TARKINT II,school,17.4785407,0.1140095,2023-10-10 00:00:00.000
École fondamentale de TARKINT I,school,17.4784775,0.1141803,2023-10-10 00:00:00.000
ANAKANA II,school,14.4937013,-3.0812115,2024-01-21 00:00:00.000
TINFADIMATA,school,16.101995,2.2186469,2023-10-19 00:00:00.000
TIN-HAMMA,school,15.5820886,0.8908055,2022-09-18 00:00:00.000
TISSALATENE,school,15.490555,2.553333,2020-05-04 00:00:00.000
TOFAGADOD,school,15.206944,0.336111,2022-10-24 00:00:00.000
Amachach,school,20.2596099,0.9868438,2022-10-17 00:00:00.000
AMIDI AG ONANE,school,18.438443,1.40109,2024-10-16 00:00:00.000
MED SALLAH [2ème C]YCLE,school,15.1681763,-7.2907065,2024-11-05 00:00:00.000
MEDERSA SALLAH [1er C],school,15.1681924,-7.2907055,2024-11-05 00:00:00.000
NARA [1er C] A,school,15.1650917,-7.2893966,2024-11-05 00:00:00.000
DIALLOUBE,school,15.0152216,-4.2308498,2016-01-19 00:00:00.000
DOGO [2ème C],school,15.1658355,-4.429882,2018-03-22 00:00:00.000
E F DIALLOUBE [2ème C],school,15.0152052,-4.2308505,2016-01-19 00:00:00.000
MAYO-SOWRE,school,15.258011,-3.9426029,2018-02-14 00:00:00.000
ABDOUL KARIM ABDOULAYE MAIGA de NANA,school,16.8772209,-1.9293613,1994-12-01 00:00:00.000
ABDOULAYE SOUMAGUEL MAÏGA,school,16.8811798,-1.9224412,1994-12-01 00:00:00.000
ABOCAR AMAR,school,16.4120515,-3.6640145,2024-05-13 00:00:00.000
ADOUMAHA AG MOHAMED [1er C],school,16.8400431,-2.5259537,2023-10-21 00:00:00.000
ADOUMAHA AG MOHAMED [2ème C],school,16.8398159,-2.5259474,2023-10-21 00:00:00.000
École Sangha A,school,14.4644858,-3.3072563,2020-02-17 00:00:00.000
Tidarméné,school,16.6193755,2.4264929,1990-06-28 00:00:00.000
TIN HAMMA,school,15.5787389,0.8866829,2022-09-18 00:00:00.000
MEDERSA BINTAGOUNGOU,school,16.7389007,-3.7318574,1994-07-01 00:00:00.000
[2ème C] de BINTAGOUGOU,school,16.7389161,-3.732029,1994-07-01 00:00:00.000
GANGAFANI I,school,14.3767686,-2.3983829,2019-06-20 00:00:00.000
MOURRAH [2e C],school,14.3288772,-4.6022738,2022-03-26 00:00:00.000
MAREBOUGOU,school,14.0800169,-4.4270161,2021-04-21 00:00:00.000
École Perta,school,13.9790578,-4.430899,2022-02-27 00:00:00.000
SOUMATOGO,school,13.9846804,-4.4986639,2022-03-14 00:00:00.000
GONO,school,15.0671589,-2.7871868,2018-02-28 00:00:00.000
BIMA,school,14.9073073,-3.7744434,2023-07-17 00:00:00.000
EVERY,school,15.0005533,-2.949875,2013-01-12 00:00:00.000
École publique BOTA,school,15.0870896,-2.9328328,2022-11-11 00:00:00.000
École privée EVANGELIQUE VIE NOUVELLE de BOTA,school,15.0872566,-2.9327952,2022-11-11 00:00:00.000
MOULAYE DEMBELE A,school,14.4808768,-4.1831566,2017-02-04 00:00:00.000
MOULAYE DEMBELE D,school,14.4808462,-4.1831553,2017-02-04 00:00:00.000
SAMASSORY NIENTAO C,school,14.4878032,-4.1905168,2017-02-04 00:00:00.000
SOMADOUGOU [2ème C],school,14.2774158,-4.0621319,2024-11-25 00:00:00.000
MOULAYE DEMBELE [2ème C],school,14.4808943,-4.1831546,2017-02-04 00:00:00.000
GNIMIGNAMA,school,15.1463286,-3.3470462,2023-10-06 00:00:00.000
SAMASSORY NIENTAO A,school,14.4878359,-4.1905156,2017-02-04 00:00:00.000
SAMASSORY NIENTAO B,school,14.48809,-4.19055,2017-02-04 00:00:00.000
MOULAYE DEMBELE C,school,14.4809177,-4.1831593,2017-02-04 00:00:00.000
MOULAYE DEMBELE B,school,14.4808612,-4.1831566,2017-02-04 00:00:00.000
École Fondamentale de Somadougou,school,14.2792927,-4.0612976,2024-11-25 00:00:00.000
Ecole Catholique,school,14.3440773,-3.610249,2023-08-09 00:00:00.000
Alpha Ali Seck,school,14.3500831,-3.6195204,2023-08-09 00:00:00.000
Ecole privée Pédagogue 1er Cycle,school,14.0740056,-3.518381,2021-02-28 00:00:00.000
Lycée privé Soudanais,school,14.0734385,-3.5223305,2021-02-28 00:00:00.000
Lycée privé Noumoukè FORGO,school,14.0757631,-3.522126,2021-02-28 00:00:00.000
Ecole publique de Sama,school,13.780299,-3.7695618,2022-01-12 00:00:00.000
MOUGUI,school,15.007606,-3.1568382,2023-01-01 00:00:00.000
Mougui SC,school,15.0076842,-3.1569591,2023-01-01 00:00:00.000
R. Père Jean Leger Segue École privée,school,13.8430227,-3.7526711,2024-12-15 00:00:00.000
École Segue [2ème Cycle],school,13.8431727,-3.7572228,2024-12-15 00:00:00.000
TRINA,school,15.697668,-4.7406662,2023-11-19 00:00:00.000
École fondamentale de Doro,school,16.1429027,-0.8486268,2017-07-24 00:00:00.000
LERNEB [2ème C],school,16.3250264,-4.9634362,2019-07-25 00:00:00.000
Tin Aicha,school,16.77,-4.032,2014-09-15 00:00:00.000
NAMPALA,school,15.2772383,-5.549608,2008-12-20 00:00:00.000
TOULE,school,15.1493972,-5.5762691,2022-03-01 00:00:00.000
ELHADI AGALY AG MOHAMED (ACHARANE),school,16.6299062,-3.3236405,2021-10-17 00:00:00.000
FABA - COURA,school,14.4576559,-6.032024,2024-01-28 00:00:00.000
Institution Scolaire GE MA CO,school,13.6812234,-6.0705032,2022-11-09 00:00:00.000
Ecole de Santé de TOMBOUCTOU,school,16.7702,-3.00014,1991-12-12 00:00:00.000
École privée de KORO,school,14.0626338,-3.0791349,2017-07-19 00:00:00.000
ANSONGO I A,school,15.6655912,0.502213,2022-03-26 00:00:00.000
ANSONGO I B,school,15.665599,0.5028735,2022-03-26 00:00:00.000
ANSONGO II A,school,15.6655951,0.5025664,2022-03-26 00:00:00.000
ANSONGO II B,school,15.6654828,0.5031646,2022-03-26 00:00:00.000
Ecole Blondin Beye,school,12.6522214,-7.9919341,1991-03-01 00:00:00.000
M'BEWANI ECOM,school,13.9038103,-6.0864923,2024-10-20 00:00:00.000
KENGOLOLA,school,13.7436034,-5.4151913,2024-03-08 00:00:00.000
École Dioura,school,14.8221176,-5.2557721,1992-07-06 00:00:00.000
École Dioura [2ème C],school,14.8215318,-5.2555407,1992-07-06 00:00:00.000
École Diosso,school,13.8852388,-5.3635156,2024-09-01 00:00:00.000
Ecole fondamentale groupe centrale,school,13.6851341,-6.0714226,2022-11-09 00:00:00.000
Unnamed School,school,15.9139,2.40116,1990-06-28 00:00:00.000
Unnamed School,school,15.911,2.39767,1990-06-28 00:00:00.000
Unnamed School,school,15.8073231,2.5183286,2022-08-12 00:00:00.000
MARGOU [1er C],school,15.7373719,-4.0640941,2024-04-21 00:00:00.000
ARKODIA,school,15.7751774,-3.617945,2018-08-12 00:00:00.000
