name,type,lat,lon,nearby_conflict_date
École de Mahou,school,12.1347265,-4.6323983,2021-09-14 00:00:00.000
École sécondaire de Mahou,school,12.1350516,-4.6311699,2021-09-14 00:00:00.000
École de Mahou (A),school,12.1348419,-4.6319504,2021-09-14 00:00:00.000
École de Mahou (B),school,12.1349363,-4.6315346,2021-09-14 00:00:00.000
BÔ SANGARE [1er C]ycle A,school,12.2275333,-8.6369667,2023-02-02 00:00:00.000
Bô SANGARE [1er C]ycle B,school,12.2275333,-8.6369667,2023-02-02 00:00:00.000
MEDERSAS MAGADINAT SAKIRI BOURA,school,12.4169343,-4.5443201,2020-09-10 00:00:00.000
SOGOMOUGOU A,school,12.3878261,-5.4680641,2022-06-11 00:00:00.000
SOGOMOUGOU B,school,12.3878667,-5.4680333,2022-06-11 00:00:00.000
TANDIO [2ème C],school,12.1621489,-4.96152,2022-03-08 00:00:00.000
Complexe Scolaire ECIAT,school,12.3973337,-5.4661643,2022-06-11 00:00:00.000
Ecole de technicien DrMoutagatall,school,12.3837515,-5.4646127,2022-06-11 00:00:00.000
Lycée Lousmane Sidibe,school,12.3938215,-5.4672139,2022-06-11 00:00:00.000
Ecole coranique,school,12.3849978,-5.4648774,2022-06-11 00:00:00.000
Ecole coranique,school,12.3875876,-5.4720446,2022-06-11 00:00:00.000
BOBOSSO,school,13.6597973,-3.6734896,2022-07-23 00:00:00.000
AMENE KODIO [1er C] A,school,13.61424,-3.71173,2023-11-03 00:00:00.000
AMENE KODIO [1er C] B,school,13.6142347,-3.7120837,2023-11-03 00:00:00.000
AMENE KODIO [2ème C],school,13.61455,-3.7118945,2023-11-03 00:00:00.000
BAYE [1er C],school,13.6228835,-3.3687779,2019-02-01 00:00:00.000
BAYE [2ème C],school,13.6228435,-3.3690228,2019-02-01 00:00:00.000
DEROU NA,school,13.8895865,-2.9599208,2022-11-14 00:00:00.000
DIALLASSAGOU [1er C],school,13.74442,-3.62459,2022-05-24 00:00:00.000
DIALLASSAGOU [2ème C],school,13.74442,-3.62459,2022-05-24 00:00:00.000
DIANGASSAGOU [2ème C],school,13.9971721,-3.938926,2019-04-08 00:00:00.000
DIANKONSAGOU,school,13.9971556,-3.9381766,2019-04-08 00:00:00.000
École Doumbal,school,13.9125515,-3.9250107,2022-08-18 00:00:00.000
Gakou,school,13.6933889,-2.983457,2019-03-29 00:00:00.000
LESSAGOU [1er C],school,13.8174756,-3.6032633,2018-12-05 00:00:00.000
LESSAGOU [2ème C],school,13.8189785,-3.6029118,2018-12-05 00:00:00.000
École Libbe-Habe,school,13.7467075,-3.3526789,2020-10-22 00:00:00.000
MANKANOU,school,13.5530133,-3.799,2022-11-21 00:00:00.000
MASSAKANA [2ème C]YCLE,school,13.5011961,-3.7307632,2023-02-15 00:00:00.000
MASSAKANA-OUORI,school,13.5005718,-3.7307091,2023-02-15 00:00:00.000
M'Bana Gakou,school,13.6926289,-2.9749218,2019-03-29 00:00:00.000
MEDERSA de BAYE,school,13.6228852,-3.3688673,2019-02-01 00:00:00.000
MEDERSA ISLAMIA TARIQ HOUDA,school,13.74,-3.625,2022-05-24 00:00:00.000
MINIMA-KANDA,school,13.73,-3.525,2020-11-23 00:00:00.000
MOUGHE,school,13.709914,-3.6726916,2022-10-28 00:00:00.000
PANSADOUGOU,school,13.83,-3.552,2020-07-01 00:00:00.000
École Sokoura [1er C],school,13.5082137,-3.7664166,2021-01-11 00:00:00.000
École Sokoura [2ème C],school,13.5087197,-3.7657136,2021-01-11 00:00:00.000
TOUN [1er C]YCLE,school,13.5450405,-3.9042049,2022-11-19 00:00:00.000
TOUN [2ème C],school,13.5450412,-3.9039493,2022-11-19 00:00:00.000
Yogohire Nianandion Derou-na,school,13.8895616,-2.9596712,2022-11-14 00:00:00.000
DAR HADISS KIBAN [1er C],school,13.5777297,-7.35341,2022-06-06 00:00:00.000
DAR HADISS KIBAN [2ème C],school,13.5777297,-7.35341,2022-06-06 00:00:00.000
DIDIENI [1er C] C,school,13.8819833,-8.0882167,2020-09-22 00:00:00.000
DIDIENI [1er C] A,school,13.8819833,-8.0882167,2020-09-22 00:00:00.000
DIDIENI [1er C] B,school,13.8819833,-8.0882167,2020-09-22 00:00:00.000
DIDIENI [2ème C],school,13.8819833,-8.0882167,2020-09-22 00:00:00.000
NIARE [1er C],school,13.8495091,-7.31698,2023-08-12 00:00:00.000
NIARE [2ème C],school,13.8493775,-7.3173,2023-08-12 00:00:00.000
TOUBACORO [1er C],school,13.871575,-7.1835901,2018-01-22 00:00:00.000
TOUBACORO [2ème C],school,13.8718536,-7.1829208,2018-01-22 00:00:00.000
ABDOUL KADRI SEGNON [1er C],school,13.904605,-4.5561871,2018-01-09 00:00:00.000
BANGASSI,school,13.86061,-4.36295,2023-07-02 00:00:00.000
DJIGUINE,school,13.9700234,-4.3090027,2022-03-03 00:00:00.000
MACINA [2ème C] A,school,13.9626398,-5.3585492,2016-03-03 00:00:00.000
MACINA IV,school,13.9623009,-5.3585492,2016-03-03 00:00:00.000
KOMBAKA,school,13.9650185,-4.2380966,2023-08-23 00:00:00.000
École Kounti,school,13.9771192,-4.2881523,2021-05-04 00:00:00.000
MEDERSA SAADA (BANGASSI),school,13.86061,-4.36295,2023-07-02 00:00:00.000
MOUGNA [1er C],school,13.88,-4.82,2017-07-14 00:00:00.000
MOUGNA [2ème C],school,13.8800625,-4.819764,2017-07-14 00:00:00.000
PROMANI,school,13.8326933,-4.37451,2022-05-05 00:00:00.000
S.I.T.,school,13.90606,-4.55327,2018-01-09 00:00:00.000
S.I.T.,school,13.90593,-4.55368,2018-01-09 00:00:00.000
École Tombona,school,13.9317213,-4.318499,2023-04-09 00:00:00.000
ALLIANCE OUAN,school,13.6903847,-4.40307,2017-10-23 00:00:00.000
FANGASSO [1er C],school,13.5219285,-4.4453688,2024-11-01 00:00:00.000
FANGASSO [2ème C],school,13.5219285,-4.4453688,2024-11-01 00:00:00.000
OUAN [1er C],school,13.69,-4.403,2017-10-23 00:00:00.000
OUAN [2ème C],school,13.69,-4.403,2017-10-23 00:00:00.000
TIMISSA [1er C],school,13.8227993,-4.2100842,2024-07-29 00:00:00.000
TIMISSA [2ème C],school,13.8188073,-4.2064217,2024-07-29 00:00:00.000
TIOUGA,school,13.5516988,-4.1175659,2022-10-20 00:00:00.000
École Tondaga,school,13.7255799,-4.1867832,2024-06-23 00:00:00.000
École Bambougou,school,13.6300202,-6.0873775,2023-03-23 00:00:00.000
DJIMIDIELA,school,13.930326,-5.359648,2024-01-04 00:00:00.000
ESPOIR DJIGUI [1er C],school,13.6881992,-6.071785,2022-11-09 00:00:00.000
ESPOIR DJIGUI [2ème C],school,13.6881992,-6.071785,2022-11-09 00:00:00.000
Institution Scolaire GE MA CO,school,13.6812423,-6.070752,2022-11-09 00:00:00.000
LOUTAN-COURA,school,13.8575416,-5.727888,2022-12-14 00:00:00.000
MACINA [2ème C] B,school,13.9629786,-5.358413,2016-03-03 00:00:00.000
MACINA I,school,13.96102,-5.3584641,2016-03-03 00:00:00.000
MACINA II,school,13.9613589,-5.3585663,2016-03-03 00:00:00.000
MACINA III,school,13.9615902,-5.3585492,2016-03-03 00:00:00.000
MARKALA [2ème C] A,school,13.6852464,-6.0713266,2022-11-09 00:00:00.000
MARKALA [2ème C] B,school,13.6853133,-6.070567,2022-11-09 00:00:00.000
MARKALA II A [1er C],school,13.6763815,-6.0724136,2022-11-09 00:00:00.000
MARKALA II B,school,13.6763056,-6.0724204,2022-11-09 00:00:00.000
MARKALA II C,school,13.6764436,-6.0720087,2022-11-09 00:00:00.000
MARKALA II. A [2ème C],school,13.6757038,-6.0721414,2022-11-09 00:00:00.000
École M'Bewani,school,13.9215931,-6.0458642,2024-10-22 00:00:00.000
OUELA,school,13.9465745,-5.6460962,2022-07-16 00:00:00.000
École Samba Dianka (1er C),school,13.6799514,-6.0749203,2022-11-09 00:00:00.000
École Samba Dianka (2eme C),school,13.679453,-6.0749354,2022-11-09 00:00:00.000
École Sarkala,school,13.6890734,-6.0978663,2023-02-26 00:00:00.000
SARRO [1er C]ycle,school,13.7278885,-5.2389147,2024-04-18 00:00:00.000
SARRO [1er C],school,13.7276128,-5.238624,2024-04-18 00:00:00.000
SARRO [2ème C],school,13.7264495,-5.2386652,2024-04-18 00:00:00.000
SAYE [1er C],school,13.8250967,-4.9967179,2024-09-24 00:00:00.000
SOUBOULOU SALAM M'BEWANI,school,13.920439,-6.0427313,2024-10-22 00:00:00.000
SOULEYE [1er C],school,13.8819551,-5.2443852,2019-04-17 00:00:00.000
SOULEYE [2ème C],school,13.8814183,-5.2443245,2019-04-17 00:00:00.000
TIELAN,school,13.8939104,-5.3185533,2024-01-04 00:00:00.000
TIEMORI CISSE [2ème C],school,13.8303996,-4.9950504,2024-09-24 00:00:00.000
TONGOLO-COURA,school,13.8333901,-5.7554147,2022-12-07 00:00:00.000
FANA A1 [1er C],school,12.7884873,-6.9528494,2022-06-23 00:00:00.000
FANA B1 [2ème C],school,12.781347,-6.9471714,2022-06-23 00:00:00.000
FANA B1 [1er C],school,12.7816048,-6.9469594,2022-06-23 00:00:00.000
MARKA-COUNGO A [1er C],school,12.7375167,-7.2863167,2023-01-02 00:00:00.000
FANA A1 [2ème C],school,12.7881336,-6.9524539,2022-06-23 00:00:00.000
SALAM [2ème C],school,12.779389,-6.9485245,2022-06-23 00:00:00.000
YIRA BAYE [1er C]YCLE,school,13.3803397,-3.3453406,2020-03-22 00:00:00.000
OUENKORO [1er C],school,13.3808167,-3.8289157,2015-09-12 00:00:00.000
OUENKORO [2ème C],school,13.3810381,-3.8287919,2015-09-12 00:00:00.000
École Dissa,school,13.4613935,-3.302134,2020-03-22 00:00:00.000
KIENOU,school,13.409979,-3.635003,2020-03-28 00:00:00.000
YIRA - BAYE [2ème C],school,13.3801988,-3.345528,2020-03-22 00:00:00.000
FANA A2 [1er C],school,12.7882204,-6.9523009,2022-06-23 00:00:00.000
FANA A2 [2ème C],school,12.7880669,-6.9528431,2022-06-23 00:00:00.000
FANA B2 [1er C],school,12.7824318,-6.9471596,2022-06-23 00:00:00.000
FANA B2 [2ème C],school,12.7821246,-6.9478689,2022-06-23 00:00:00.000
FANA D1 [1er C],school,12.7884769,-6.9525791,2022-06-23 00:00:00.000
FANA D2 [1er C],school,12.7882304,-6.9522753,2022-06-23 00:00:00.000
LE PATRIOTE [1er C],school,12.7872004,-6.9449793,2022-06-23 00:00:00.000
LE PATRIOTE [2ème C] C,school,12.7871244,-6.9448606,2022-06-23 00:00:00.000
MARKA-COUNGO A [2ème C],school,12.7375167,-7.2863167,2023-01-02 00:00:00.000
MARKA-COUNGO B [1er C],school,12.7375167,-7.2863167,2023-01-02 00:00:00.000
MARKA-COUNGO B [2ème C],school,12.7375167,-7.2863167,2023-01-02 00:00:00.000
MARKA-COUNGO C [1er C],school,12.7375167,-7.2863167,2023-01-02 00:00:00.000
MEDERSA SABIL SAADATI,school,12.7863008,-6.9506706,2022-06-23 00:00:00.000
NACHIROU DINE,school,12.7872004,-6.9449793,2022-06-23 00:00:00.000
SALAM [1er C],school,12.779389,-6.9485245,2022-06-23 00:00:00.000
Unnamed School,kindergarten,12.3937537,-5.4664482,2022-06-11 00:00:00.000
Unnamed School,kindergarten,12.3938928,-5.4657228,2022-06-11 00:00:00.000
Groupe Fondamental Plateau II,school,12.7098056,-7.4348611,2022-07-14 00:00:00.000
KABE,school,13.1724703,-9.4308751,2020-04-09 00:00:00.000
Groupe Fondamental Plateau II,school,12.8579167,-7.5640667,2019-02-24 00:00:00.000
BORA,school,13.4447163,-4.5619194,2024-10-09 00:00:00.000
BLA [2ème C] I,school,12.9442913,-5.7610307,2020-02-18 00:00:00.000
AMA (AGENCE DES MUSULMANS D'AFRIQUE),school,13.3034525,-4.8893116,2021-03-04 00:00:00.000
BABOU DIONI B [2ème C],school,13.3051752,-4.8933488,2021-03-04 00:00:00.000
BABOU DIONI C [2ème C],school,13.3044362,-4.8930928,2021-03-04 00:00:00.000
EL AN W. EL ISLAMIYA [1er C],school,13.3050341,-4.9043646,2021-03-04 00:00:00.000
NOSSOMBOUGOU [1er C] A,school,13.0992,-7.9383333,2023-04-06 00:00:00.000
NOSSOMBOUGOU [1er C] C,school,13.0992,-7.9383333,2023-04-06 00:00:00.000
NOSSOMBOUGOU [2ème C] A,school,13.0992,-7.9383333,2023-04-06 00:00:00.000
NOSSOMBOUGOU [2ème C] B,school,13.0992,-7.9383333,2023-04-06 00:00:00.000
NOSSOMBOUGOU B,school,13.0992,-7.9383333,2023-04-06 00:00:00.000
Groupe Fondamental Plateau II,school,12.8652833,-7.5569,2019-02-24 00:00:00.000
Groupe Fondamental Plateau II,school,12.8652833,-7.5569,2019-02-24 00:00:00.000
Groupe Fondamental Plateau II,school,12.8652833,-7.5569,2019-02-24 00:00:00.000
Groupe Fondamental Plateau II,school,12.8652833,-7.5569,2019-02-24 00:00:00.000
Groupe Fondamental Plateau II,school,12.8579167,-7.5640667,2019-02-24 00:00:00.000
Groupe Fondamental Plateau II,school,12.8579167,-7.5640667,2019-02-24 00:00:00.000
BABOU DIONI A [2ème C],school,13.3044362,-4.8930928,2021-03-04 00:00:00.000
BABOU DIONI EXTENSION,school,13.3051752,-4.8933488,2021-03-04 00:00:00.000
BABOU DIONI I,school,13.3044362,-4.8930928,2021-03-04 00:00:00.000
BABOU DIONI II,school,13.3044362,-4.8930928,2021-03-04 00:00:00.000
BABOU DIONI III,school,13.3051752,-4.8933488,2021-03-04 00:00:00.000
BABOU DIONI IV,school,13.3051752,-4.8933488,2021-03-04 00:00:00.000
BABOU DIONI V,school,13.303639,-4.8925745,2021-03-04 00:00:00.000
BLA [1er C] I PC,school,12.9442913,-5.7610307,2020-02-18 00:00:00.000
BLA [1er C] II PC,school,12.9442913,-5.7610307,2020-02-18 00:00:00.000
BLA [2ème C] II,school,12.9442913,-5.7610307,2020-02-18 00:00:00.000
BLA III PC,school,12.9442913,-5.7610307,2020-02-18 00:00:00.000
COLLEGE MAMAMOUDOU CISSE,school,12.9442913,-5.7610307,2020-02-18 00:00:00.000
DALILU [1er C],school,13.2947437,-4.897259,2021-03-04 00:00:00.000
DIARAKOUGO,school,12.805,-4.644,2022-03-22 00:00:00.000
EL AN W. EL ISLAMIYA [2ème C],school,13.3050341,-4.9043646,2021-03-04 00:00:00.000
EL FIKER,school,13.3083058,-4.8882663,2021-03-04 00:00:00.000
KIMPARANA [2ème C]/I,school,12.8342273,-4.9270999,2020-08-10 00:00:00.000
KIMPARANA [2ème C]/II,school,12.8342198,-4.9270979,2020-08-10 00:00:00.000
KIMPARANA A,school,12.8415796,-4.9262681,2020-08-10 00:00:00.000
MAFOUNE [1er C],school,12.7871882,-4.3628393,2021-04-04 00:00:00.000
MANDIAKUY École privée [1er C],school,13.017039,-4.4647482,2021-03-27 00:00:00.000
MANDIAKUY École privée [2ème C],school,13.0170652,-4.4647455,2021-03-27 00:00:00.000
MANDIAKUY PUBLIC [1er C],school,13.0170201,-4.4647475,2021-03-27 00:00:00.000
MANDIAKUY [2ème C] PUBLIC,school,13.0169953,-4.4647496,2021-03-27 00:00:00.000
MEDERSA BORA,school,13.4452449,-4.5610544,2024-10-09 00:00:00.000
Yangasso [1er C] II [2ème C],school,13.0699876,-5.3229993,2022-08-04 00:00:00.000
PAROU,school,13.334027,-4.4252506,2022-03-22 00:00:00.000
PBDR [1er C],school,13.2951764,-4.8973138,2021-03-04 00:00:00.000
PBDR [2ème C],school,13.2951764,-4.8973138,2021-03-04 00:00:00.000
SABIL ANADJA [1er C],school,13.30189,-4.8960908,2021-03-04 00:00:00.000
SABIL ANADJA [2ème C],school,13.30189,-4.8960908,2021-03-04 00:00:00.000
SABIL EL FALAH [2ème C],school,13.30189,-4.8960908,2021-03-04 00:00:00.000
SAN ALMAMY [1er C],school,13.3106664,-4.8939975,2021-03-04 00:00:00.000
SAN ALMAMY [2ème C],school,13.3106664,-4.8939975,2021-03-04 00:00:00.000
SANTORO EXTENSION [1er C],school,13.2982265,-4.9008483,2021-03-04 00:00:00.000
SANTORO EXTENSION [2ème C],school,13.2982265,-4.900849,2021-03-04 00:00:00.000
SANTORO I,school,13.2982268,-4.9008493,2021-03-04 00:00:00.000
SANTORO III,school,13.2982249,-4.9008493,2021-03-04 00:00:00.000
SANTORO École privée [1er C],school,13.2982252,-4.9008483,2021-03-04 00:00:00.000
SANTORO École privée [2ème C],school,13.2982265,-4.900849,2021-03-04 00:00:00.000
SOBOUA P. DIARRA I,school,13.288,-4.5933,2021-05-12 00:00:00.000
SOBOUA P. DIARRA II,school,13.284,-4.5942,2021-05-12 00:00:00.000
N'GOUNTJINA [2ème C],school,12.2979045,-5.48105,2022-06-11 00:00:00.000
SOGOMOUGOU [2ème C],school,12.3878444,-5.46804,2022-06-11 00:00:00.000
TANDIO [1er C]ycle A,school,12.1617884,-4.9617292,2022-03-08 00:00:00.000
KOBALA,school,12.0051,-6.0527167,2022-11-19 00:00:00.000
MEDERSA KOBALA,school,12.0051,-6.0527167,2022-11-19 00:00:00.000
NGOUNTJINA [1er C],school,12.297839,-5.4810339,2022-06-11 00:00:00.000
TOMINIAN [1er C],school,13.2851357,-4.5920054,2021-05-12 00:00:00.000
SABILOU RACHAAD B,school,13.3212333,-5.640301,2022-10-21 00:00:00.000
TAMANI [1er C],school,13.3389429,-6.8309626,2022-05-19 00:00:00.000
TAMANI [2ème C],school,13.3389375,-6.8306815,2022-05-19 00:00:00.000
DIABA MOUSSA DIAKITE de DJERILA,school,11.42173,-7.47983,2021-05-30 00:00:00.000
DIALANIKORO [2ème C]YCLE,school,11.4171805,-7.480664,2021-05-30 00:00:00.000
DIALANIKORO [1er C]ycle,school,11.4171667,-7.4806667,2021-05-30 00:00:00.000
DOUGOUNINA,school,11.4198833,-7.4791833,2021-05-30 00:00:00.000
DOUGOUNINA [2ème C],school,11.4198938,-7.4791833,2021-05-30 00:00:00.000
YANGASSO [2ème C] I,school,13.0700007,-5.3230007,2022-08-04 00:00:00.000
YANGASSO [2ème C] II,school,13.07,-5.323,2022-08-04 00:00:00.000
KATIENA [1er C],school,13.3256504,-5.6439627,2022-10-21 00:00:00.000
KATIENA [2ème C],school,13.3252896,-5.6437629,2022-10-21 00:00:00.000
HEREMAKONO NORD,school,11.4215266,-7.4903219,2021-05-30 00:00:00.000
HEREMAKONO NORD [2ème C],school,11.4215035,-7.4903219,2021-05-30 00:00:00.000
MEDINE [2ème C] A,school,11.4195467,-7.4842625,2021-05-30 00:00:00.000
MEDINE [2ème C] B,school,11.4195303,-7.4842853,2021-05-30 00:00:00.000
MEDINE A,school,11.4195566,-7.4843034,2021-05-30 00:00:00.000
MEDINE B,school,11.4195395,-7.4843061,2021-05-30 00:00:00.000
MEDINE [1er C] C,school,11.4195658,-7.4842652,2021-05-30 00:00:00.000
TORAKABOUGOU [1er C] A,school,11.4215062,-7.4903669,2021-05-30 00:00:00.000
TORAKABOUGOU [1er C] B,school,11.4215496,-7.4903642,2021-05-30 00:00:00.000
TORAKABOUGOU [1er C] C,school,11.4214904,-7.4903823,2021-05-30 00:00:00.000
TORAKABOUGOU [2ème C] I,school,11.4215588,-7.4903252,2021-05-30 00:00:00.000
TORAKABOUGOU [2ème C] II,school,11.4215259,-7.4903823,2021-05-30 00:00:00.000
TIÈRÈ,school,11.8994424,-5.4059973,2021-07-16 00:00:00.000
TIERE [2ème C],school,11.8993124,-5.406004,2021-07-16 00:00:00.000
BOUGOULA HAMEAU,school,11.3448,-5.77238,2022-04-15 00:00:00.000
BOUGOULA HAMEAU,school,11.3448,-5.77238,2022-04-15 00:00:00.000
KIGNAN [2ème C],school,11.8526833,-6.0135333,2022-02-13 00:00:00.000
KIGNAN I A,school,11.8526833,-6.0135333,2022-02-13 00:00:00.000
KIGNAN I B,school,11.8526833,-6.0135333,2022-02-13 00:00:00.000
MANCOURANI [1er C] B,school,11.30925,-5.6718667,2024-12-07 00:00:00.000
MANCOURANI [2ème C] II,school,11.30925,-5.6718667,2024-12-07 00:00:00.000
MANCOURANI [2ème C] I,school,11.30925,-5.6718667,2024-12-07 00:00:00.000
NIAMAZANA,school,11.9788527,-6.9624461,2024-06-01 00:00:00.000
MEDERSA TIERE,school,11.8993833,-5.406,2021-07-16 00:00:00.000
DANDERESSO [2ème C]ycle,school,11.4864,-5.4805167,2021-12-30 00:00:00.000
DANDERESSO [1er C],school,11.4864,-5.4805167,2021-12-30 00:00:00.000
TIEBA [2ème C] IV,school,11.319682,-5.6759137,2024-12-07 00:00:00.000
École Joseph Yaro A [1er C],school,14.0787102,-3.5151679,2021-02-28 00:00:00.000
PEL KANDA,school,14.4,-3.644,2024-09-29 00:00:00.000
BIRGA- DOGON,school,14.04,-3.261,2022-11-12 00:00:00.000
BIRGA-PEULH,school,14.0344446,-3.2611729,2022-11-12 00:00:00.000
DJIGUIBOMBO [2ème C],school,14.188922,-3.5943395,2024-11-21 00:00:00.000
École Joseph Yaro B [2ème C],school,14.07915,-3.51392,2021-02-28 00:00:00.000
DIOUNGANI [1er C],school,14.31,-2.741,2017-11-18 00:00:00.000
École Joseph Yaro A [2ème C],school,14.0791889,-3.5151572,2021-02-28 00:00:00.000
École Tanganboye,school,14.0846789,-3.5146871,2021-02-28 00:00:00.000
DOUCOMBO,school,14.35,-3.658,2019-11-02 00:00:00.000
DOUNA-PEN [2ème C],school,14.34,-2.805,2019-06-03 00:00:00.000
BANDIOUGOU,school,14.49,-3.906,2024-08-06 00:00:00.000
École Barthelemy Togo,school,14.2283522,-2.9784923,2023-05-28 00:00:00.000
BODIO,school,14.25,-3.691,2021-10-06 00:00:00.000
BODIO [2ème C],school,14.25,-3.691,2021-10-06 00:00:00.000
DINANGOUROU,school,14.45,-2.245,2020-05-10 00:00:00.000
DINANGOUROU II,school,14.45,-2.245,2020-05-10 00:00:00.000
DIOUNDIOUROU,school,14.238545,-3.4799,2019-08-10 00:00:00.000
DIOUNGANI II,school,14.31,-2.741,2017-11-18 00:00:00.000
DJIBRIL BARRY,school,14.06496,-3.0758,2017-07-19 00:00:00.000
DJIBRIL BARRY [2ème C],school,14.06496,-3.0758,2017-07-19 00:00:00.000
DJIGUI BOMBO [1er C],school,14.1881896,-3.59433,2024-11-21 00:00:00.000
DOMNOSSOGOU,school,14.3534814,-3.0937883,2022-03-20 00:00:00.000
DOUNA-PEN I,school,14.34,-2.805,2019-06-03 00:00:00.000
DOUNDIOUROU,school,14.238545,-3.4799,2019-08-10 00:00:00.000
DOUROU [1er C],school,14.3,-3.435,2023-04-24 00:00:00.000
DOUROU [2ème C],school,14.3,-3.435,2023-04-24 00:00:00.000
GUEOUROU-DOGON,school,14.17,-3.241,2018-06-04 00:00:00.000
GUIRI,school,14.32,-2.19,2019-06-30 00:00:00.000
GUIRI MEDERSA,school,14.32,-2.19,2019-06-30 00:00:00.000
GURU ANAYE [2ème C],school,14.06935,-3.08205,2017-07-19 00:00:00.000
GURU ANAYE A,school,14.06935,-3.08205,2017-07-19 00:00:00.000
GURU ANAYE B,school,14.06935,-3.08205,2017-07-19 00:00:00.000
IDIELI-DO,school,14.33,-3.394,2023-08-18 00:00:00.000
IDIELI-NA [1er C],school,14.34,-3.391,2023-08-18 00:00:00.000
IDIELY-NA [2ème C]YCLE,school,14.34,-3.391,2023-08-18 00:00:00.000
INDELL [2ème C]YCLE,school,14.24,-3.483,2019-08-10 00:00:00.000
École Joseph Yaro B [1er C],school,14.0790355,-3.5145423,2021-02-28 00:00:00.000
KANI - BONZON [2ème C],school,14.1344766,-3.6298196,2023-02-23 00:00:00.000
École Kani-Bonzon [1er C],school,14.1347958,-3.6301108,2023-02-23 00:00:00.000
KB TOGO [2ème C] DANGATENE,school,14.23,-2.973,2023-05-28 00:00:00.000
KORI KORI [2ème C],school,14.4069969,-3.7511256,2024-04-14 00:00:00.000
KORI-KORI [1er C],school,14.4066748,-3.7512758,2024-04-14 00:00:00.000
MACKOU,school,14.3483986,-3.9325191,2022-06-11 00:00:00.000
MADOUGOU [2ème C]ylce,school,14.4002702,-3.0786848,2018-11-19 00:00:00.000
MANDOLI [1er C]YCLE,school,14.06,-3.781,2020-05-05 00:00:00.000
M'BANA,school,14.46,-2.828,2022-03-20 00:00:00.000
MED de DOUROU,school,14.3,-3.435,2023-04-24 00:00:00.000
MEDERSA - DIOUNGANI [1er C],school,14.31,-2.741,2017-11-18 00:00:00.000
MEDERSA - DIOUNGANI [2ème C],school,14.31,-2.741,2017-11-18 00:00:00.000
MEDERSA de DOUROU,school,14.3,-3.435,2023-04-24 00:00:00.000
MEDERSA de DOUROU [2ème C],school,14.3,-3.435,2023-04-24 00:00:00.000
MEDERSA de YAWA,school,14.29,-3.424,2021-07-05 00:00:00.000
NOMONO,school,14.13,-3.845,2022-01-13 00:00:00.000
OULOUM DINI ISLAM,school,14.4673357,-3.3015695,2020-02-17 00:00:00.000
SAMANI-DOGON,school,14.22,-3.222,2018-04-28 00:00:00.000
SANGHA B,school,14.4728776,-3.308716,2020-02-17 00:00:00.000
SANGHA [2ème C] I,school,14.4726179,-3.3082439,2020-02-17 00:00:00.000
SANGHA [2ème C] II,school,14.4726387,-3.3086731,2020-02-17 00:00:00.000
SOBANGOUMA,school,14.18,-2.659,2020-04-09 00:00:00.000
SONGHO,school,14.4,-3.702,2024-09-29 00:00:00.000
SONGHO [2ème C],school,14.4,-3.702,2024-09-29 00:00:00.000
TARBIATOU ISLAIMYA DINANGOUROU,school,14.45,-2.245,2020-05-10 00:00:00.000
TEGOUROU,school,14.26,-3.612,2024-06-25 00:00:00.000
Tendely II,school,14.0937662,-3.4176568,2019-09-08 00:00:00.000
Tendely Medersa,school,14.0920648,-3.4223744,2019-09-08 00:00:00.000
TOUGOUME,school,14.46,-3.706,2024-11-02 00:00:00.000
YAHOUADINE YORO,school,14.2757648,-2.1344278,2022-03-20 00:00:00.000
YAWA,school,14.29,-3.424,2021-07-05 00:00:00.000
YORO II,school,14.2757648,-2.1344278,2022-03-20 00:00:00.000
YORO PU,school,14.2757648,-2.1344278,2022-03-20 00:00:00.000
YOROU-NA,school,14.2420201,-2.8843123,2018-06-19 00:00:00.000
SIRAWOMA,school,14.279479,-5.747476,2024-05-21 00:00:00.000
EF TOMONA,school,14.05276,-5.0615,2023-05-02 00:00:00.000
ISSA KALAPO [1er C],school,14.13865,-5.01883,2015-04-06 00:00:00.000
KERA,school,14.22222,-4.99896,2019-05-16 00:00:00.000
SOUMANA THIENTA [2ème C],school,14.137954,-5.0147711,2015-04-06 00:00:00.000
SOFARA [2ème C] I,school,14.0099219,-4.2311127,2018-04-08 00:00:00.000
NADANI,school,14.02,-6.141,2023-02-09 00:00:00.000
MED KOLONI Km 26 [2ème C],school,14.2537561,-5.9916223,2020-01-26 00:00:00.000
GALLO,school,14.3114519,-7.6008494,2024-04-30 00:00:00.000
MADINA KAGORO,school,14.377917,-7.6690096,2024-04-29 00:00:00.000
École Mamba,school,14.079426,-4.9826238,2018-08-30 00:00:00.000
Boron [1er Cycle],school,14.010767,-7.5140836,2022-06-06 00:00:00.000
Boron [2ème Cycle],school,14.0105358,-7.5140509,2022-06-06 00:00:00.000
MOURDIAH [1er C] B,school,14.4706303,-7.469625,2023-04-22 00:00:00.000
MOURDIAH [1er C] A,school,14.470861,-7.4700058,2023-04-22 00:00:00.000
MOURDIAH [2ème C] A,school,14.4706196,-7.4699576,2023-04-22 00:00:00.000
MOURDIAH [2ème C] B,school,14.4708234,-7.4695391,2023-04-22 00:00:00.000
NAOULENA,school,14.4872546,-7.1373744,2023-12-25 00:00:00.000
SABILOU NADJAH [2ème C],school,14.4773046,-7.4662735,2023-04-22 00:00:00.000
SABILOU NADJAHI [1er C],school,14.4775826,-7.4662346,2023-04-22 00:00:00.000
